pair_id,sentence,type,pronoun,preferred,noun,verb
0,Michael owned a dog ||| . The dog  ||| had a long tail.,negation,0,1,dog,own
5018,Jessica didn't buy a motorcycle ||| . The motorcycle  ||| made squeaky noises.,negation,0,0,motorcycle,buy
5019,Jessica bought a motorcycle ||| . It  ||| made squeaky noises.,negation,1,1,motorcycle,buy
5019,Jessica didn't buy a motorcycle ||| . It  ||| made squeaky noises.,negation,1,0,motorcycle,buy
5020,Jennifer rented a motorcycle ||| . The motorcycle  ||| was blue.,negation,0,1,motorcycle,rent
5020,Jennifer didn't rent a motorcycle ||| . The motorcycle  ||| was blue.,negation,0,0,motorcycle,rent
5021,Jennifer rented a motorcycle ||| . It  ||| was blue.,negation,1,1,motorcycle,rent
5021,Jennifer didn't rent a motorcycle ||| . It  ||| was blue.,negation,1,0,motorcycle,rent
5022,Jennifer rented a motorcycle ||| . The motorcycle  ||| was fast.,negation,0,1,motorcycle,rent
5022,Jennifer didn't rent a motorcycle ||| . The motorcycle  ||| was fast.,negation,0,0,motorcycle,rent
5023,Jennifer rented a motorcycle ||| . It  ||| was fast.,negation,1,1,motorcycle,rent
5023,Jennifer didn't rent a motorcycle ||| . It  ||| was fast.,negation,1,0,motorcycle,rent
5024,Mary rented a motorcycle ||| . The motorcycle  ||| was slow.,negation,0,1,motorcycle,rent
5024,Mary didn't rent a motorcycle ||| . The motorcycle  ||| was slow.,negation,0,0,motorcycle,rent
5025,Mary rented a motorcycle ||| . It  ||| was slow.,negation,1,1,motorcycle,rent
5025,Mary didn't rent a motorcycle ||| . It  ||| was slow.,negation,1,0,motorcycle,rent
5026,Barbara rented a motorcycle ||| . The motorcycle  ||| was eco-friendly.,negation,0,1,motorcycle,rent
5026,Barbara didn't rent a motorcycle ||| . The motorcycle  ||| was eco-friendly.,negation,0,0,motorcycle,rent
5027,Barbara rented a motorcycle ||| . It  ||| was eco-friendly.,negation,1,1,motorcycle,rent
5027,Barbara didn't rent a motorcycle ||| . It  ||| was eco-friendly.,negation,1,0,motorcycle,rent
5028,James rented a motorcycle ||| . The motorcycle  ||| was expensive.,negation,0,1,motorcycle,rent
5028,James didn't rent a motorcycle ||| . The motorcycle  ||| was expensive.,negation,0,0,motorcycle,rent
5029,James rented a motorcycle ||| . It  ||| was expensive.,negation,1,1,motorcycle,rent
5029,James didn't rent a motorcycle ||| . It  ||| was expensive.,negation,1,0,motorcycle,rent
5030,Jennifer rented a motorcycle ||| . The motorcycle  ||| had a flat tire.,negation,0,1,motorcycle,rent
5030,Jennifer didn't rent a motorcycle ||| . The motorcycle  ||| had a flat tire.,negation,0,0,motorcycle,rent
5031,Jennifer rented a motorcycle ||| . It  ||| had a flat tire.,negation,1,1,motorcycle,rent
5031,Jennifer didn't rent a motorcycle ||| . It  ||| had a flat tire.,negation,1,0,motorcycle,rent
5032,Sarah rented a motorcycle ||| . The motorcycle  ||| could seat multiple people.,negation,0,1,motorcycle,rent
5032,Sarah didn't rent a motorcycle ||| . The motorcycle  ||| could seat multiple people.,negation,0,0,motorcycle,rent
5033,Sarah rented a motorcycle ||| . It  ||| could seat multiple people.,negation,1,1,motorcycle,rent
5033,Sarah didn't rent a motorcycle ||| . It  ||| could seat multiple people.,negation,1,0,motorcycle,rent
5034,Joseph rented a motorcycle ||| . The motorcycle  ||| required a special cable.,negation,0,1,motorcycle,rent
5034,Joseph didn't rent a motorcycle ||| . The motorcycle  ||| required a special cable.,negation,0,0,motorcycle,rent
5035,Joseph rented a motorcycle ||| . It  ||| required a special cable.,negation,1,1,motorcycle,rent
5035,Joseph didn't rent a motorcycle ||| . It  ||| required a special cable.,negation,1,0,motorcycle,rent
5036,James rented a motorcycle ||| . The motorcycle  ||| emitted lots of greenhouse gases.,negation,0,1,motorcycle,rent
5036,James didn't rent a motorcycle ||| . The motorcycle  ||| emitted lots of greenhouse gases.,negation,0,0,motorcycle,rent
5037,James rented a motorcycle ||| . It  ||| emitted lots of greenhouse gases.,negation,1,1,motorcycle,rent
5037,James didn't rent a motorcycle ||| . It  ||| emitted lots of greenhouse gases.,negation,1,0,motorcycle,rent
5038,Linda rented a motorcycle ||| . The motorcycle  ||| made squeaky noises.,negation,0,1,motorcycle,rent
5038,Linda didn't rent a motorcycle ||| . The motorcycle  ||| made squeaky noises.,negation,0,0,motorcycle,rent
5039,Linda rented a motorcycle ||| . It  ||| made squeaky noises.,negation,1,1,motorcycle,rent
5039,Linda didn't rent a motorcycle ||| . It  ||| made squeaky noises.,negation,1,0,motorcycle,rent
5040,Elizabeth fixed a motorcycle ||| . The motorcycle  ||| was blue.,negation,0,1,motorcycle,fix
5040,Elizabeth didn't fix a motorcycle ||| . The motorcycle  ||| was blue.,negation,0,0,motorcycle,fix
5041,Elizabeth fixed a motorcycle ||| . It  ||| was blue.,negation,1,1,motorcycle,fix
5041,Elizabeth didn't fix a motorcycle ||| . It  ||| was blue.,negation,1,0,motorcycle,fix
5042,Mary fixed a motorcycle ||| . The motorcycle  ||| was fast.,negation,0,1,motorcycle,fix
5042,Mary didn't fix a motorcycle ||| . The motorcycle  ||| was fast.,negation,0,0,motorcycle,fix
5043,Mary fixed a motorcycle ||| . It  ||| was fast.,negation,1,1,motorcycle,fix
5043,Mary didn't fix a motorcycle ||| . It  ||| was fast.,negation,1,0,motorcycle,fix
5044,Joseph fixed a motorcycle ||| . The motorcycle  ||| was slow.,negation,0,1,motorcycle,fix
5044,Joseph didn't fix a motorcycle ||| . The motorcycle  ||| was slow.,negation,0,0,motorcycle,fix
5045,Joseph fixed a motorcycle ||| . It  ||| was slow.,negation,1,1,motorcycle,fix
5045,Joseph didn't fix a motorcycle ||| . It  ||| was slow.,negation,1,0,motorcycle,fix
5046,Joseph fixed a motorcycle ||| . The motorcycle  ||| was eco-friendly.,negation,0,1,motorcycle,fix
5046,Joseph didn't fix a motorcycle ||| . The motorcycle  ||| was eco-friendly.,negation,0,0,motorcycle,fix
5047,Joseph fixed a motorcycle ||| . It  ||| was eco-friendly.,negation,1,1,motorcycle,fix
5047,Joseph didn't fix a motorcycle ||| . It  ||| was eco-friendly.,negation,1,0,motorcycle,fix
5048,Elizabeth fixed a motorcycle ||| . The motorcycle  ||| was expensive.,negation,0,1,motorcycle,fix
5048,Elizabeth didn't fix a motorcycle ||| . The motorcycle  ||| was expensive.,negation,0,0,motorcycle,fix
5049,Elizabeth fixed a motorcycle ||| . It  ||| was expensive.,negation,1,1,motorcycle,fix
5049,Elizabeth didn't fix a motorcycle ||| . It  ||| was expensive.,negation,1,0,motorcycle,fix
5050,Elizabeth fixed a motorcycle ||| . The motorcycle  ||| had a flat tire.,negation,0,1,motorcycle,fix
5050,Elizabeth didn't fix a motorcycle ||| . The motorcycle  ||| had a flat tire.,negation,0,0,motorcycle,fix
5051,Elizabeth fixed a motorcycle ||| . It  ||| had a flat tire.,negation,1,1,motorcycle,fix
5051,Elizabeth didn't fix a motorcycle ||| . It  ||| had a flat tire.,negation,1,0,motorcycle,fix
5052,Karen fixed a motorcycle ||| . The motorcycle  ||| could seat multiple people.,negation,0,1,motorcycle,fix
5052,Karen didn't fix a motorcycle ||| . The motorcycle  ||| could seat multiple people.,negation,0,0,motorcycle,fix
5053,Karen fixed a motorcycle ||| . It  ||| could seat multiple people.,negation,1,1,motorcycle,fix
5053,Karen didn't fix a motorcycle ||| . It  ||| could seat multiple people.,negation,1,0,motorcycle,fix
5054,John fixed a motorcycle ||| . The motorcycle  ||| required a special cable.,negation,0,1,motorcycle,fix
5054,John didn't fix a motorcycle ||| . The motorcycle  ||| required a special cable.,negation,0,0,motorcycle,fix
5055,John fixed a motorcycle ||| . It  ||| required a special cable.,negation,1,1,motorcycle,fix
5055,John didn't fix a motorcycle ||| . It  ||| required a special cable.,negation,1,0,motorcycle,fix
5056,John fixed a motorcycle ||| . The motorcycle  ||| emitted lots of greenhouse gases.,negation,0,1,motorcycle,fix
5056,John didn't fix a motorcycle ||| . The motorcycle  ||| emitted lots of greenhouse gases.,negation,0,0,motorcycle,fix
5057,John fixed a motorcycle ||| . It  ||| emitted lots of greenhouse gases.,negation,1,1,motorcycle,fix
5057,John didn't fix a motorcycle ||| . It  ||| emitted lots of greenhouse gases.,negation,1,0,motorcycle,fix
5058,Susan fixed a motorcycle ||| . The motorcycle  ||| made squeaky noises.,negation,0,1,motorcycle,fix
5058,Susan didn't fix a motorcycle ||| . The motorcycle  ||| made squeaky noises.,negation,0,0,motorcycle,fix
5059,Susan fixed a motorcycle ||| . It  ||| made squeaky noises.,negation,1,1,motorcycle,fix
5059,Susan didn't fix a motorcycle ||| . It  ||| made squeaky noises.,negation,1,0,motorcycle,fix
5060,Michael leased a motorcycle ||| . The motorcycle  ||| was blue.,negation,0,1,motorcycle,lease
5060,Michael didn't lease a motorcycle ||| . The motorcycle  ||| was blue.,negation,0,0,motorcycle,lease
5061,Michael leased a motorcycle ||| . It  ||| was blue.,negation,1,1,motorcycle,lease
5061,Michael didn't lease a motorcycle ||| . It  ||| was blue.,negation,1,0,motorcycle,lease
5062,Sarah leased a motorcycle ||| . The motorcycle  ||| was fast.,negation,0,1,motorcycle,lease
5062,Sarah didn't lease a motorcycle ||| . The motorcycle  ||| was fast.,negation,0,0,motorcycle,lease
5063,Sarah leased a motorcycle ||| . It  ||| was fast.,negation,1,1,motorcycle,lease
5063,Sarah didn't lease a motorcycle ||| . It  ||| was fast.,negation,1,0,motorcycle,lease
5064,Nancy leased a motorcycle ||| . The motorcycle  ||| was slow.,negation,0,1,motorcycle,lease
5064,Nancy didn't lease a motorcycle ||| . The motorcycle  ||| was slow.,negation,0,0,motorcycle,lease
5065,Nancy leased a motorcycle ||| . It  ||| was slow.,negation,1,1,motorcycle,lease
5065,Nancy didn't lease a motorcycle ||| . It  ||| was slow.,negation,1,0,motorcycle,lease
5066,Susan leased a motorcycle ||| . The motorcycle  ||| was eco-friendly.,negation,0,1,motorcycle,lease
5066,Susan didn't lease a motorcycle ||| . The motorcycle  ||| was eco-friendly.,negation,0,0,motorcycle,lease
5067,Susan leased a motorcycle ||| . It  ||| was eco-friendly.,negation,1,1,motorcycle,lease
5067,Susan didn't lease a motorcycle ||| . It  ||| was eco-friendly.,negation,1,0,motorcycle,lease
5068,Linda leased a motorcycle ||| . The motorcycle  ||| was expensive.,negation,0,1,motorcycle,lease
5068,Linda didn't lease a motorcycle ||| . The motorcycle  ||| was expensive.,negation,0,0,motorcycle,lease
5069,Linda leased a motorcycle ||| . It  ||| was expensive.,negation,1,1,motorcycle,lease
5069,Linda didn't lease a motorcycle ||| . It  ||| was expensive.,negation,1,0,motorcycle,lease
5070,John leased a motorcycle ||| . The motorcycle  ||| had a flat tire.,negation,0,1,motorcycle,lease
5070,John didn't lease a motorcycle ||| . The motorcycle  ||| had a flat tire.,negation,0,0,motorcycle,lease
5071,John leased a motorcycle ||| . It  ||| had a flat tire.,negation,1,1,motorcycle,lease
5071,John didn't lease a motorcycle ||| . It  ||| had a flat tire.,negation,1,0,motorcycle,lease
5072,Elizabeth leased a motorcycle ||| . The motorcycle  ||| could seat multiple people.,negation,0,1,motorcycle,lease
5072,Elizabeth didn't lease a motorcycle ||| . The motorcycle  ||| could seat multiple people.,negation,0,0,motorcycle,lease
5073,Elizabeth leased a motorcycle ||| . It  ||| could seat multiple people.,negation,1,1,motorcycle,lease
5073,Elizabeth didn't lease a motorcycle ||| . It  ||| could seat multiple people.,negation,1,0,motorcycle,lease
5074,Linda leased a motorcycle ||| . The motorcycle  ||| required a special cable.,negation,0,1,motorcycle,lease
5074,Linda didn't lease a motorcycle ||| . The motorcycle  ||| required a special cable.,negation,0,0,motorcycle,lease
5075,Linda leased a motorcycle ||| . It  ||| required a special cable.,negation,1,1,motorcycle,lease
5075,Linda didn't lease a motorcycle ||| . It  ||| required a special cable.,negation,1,0,motorcycle,lease
5076,Linda leased a motorcycle ||| . The motorcycle  ||| emitted lots of greenhouse gases.,negation,0,1,motorcycle,lease
5076,Linda didn't lease a motorcycle ||| . The motorcycle  ||| emitted lots of greenhouse gases.,negation,0,0,motorcycle,lease
5077,Linda leased a motorcycle ||| . It  ||| emitted lots of greenhouse gases.,negation,1,1,motorcycle,lease
5077,Linda didn't lease a motorcycle ||| . It  ||| emitted lots of greenhouse gases.,negation,1,0,motorcycle,lease
5078,Susan leased a motorcycle ||| . The motorcycle  ||| made squeaky noises.,negation,0,1,motorcycle,lease
5078,Susan didn't lease a motorcycle ||| . The motorcycle  ||| made squeaky noises.,negation,0,0,motorcycle,lease
5079,Susan leased a motorcycle ||| . It  ||| made squeaky noises.,negation,1,1,motorcycle,lease
5079,Susan didn't lease a motorcycle ||| . It  ||| made squeaky noises.,negation,1,0,motorcycle,lease
5080,Barbara acquired a motorcycle ||| . The motorcycle  ||| was blue.,negation,0,1,motorcycle,aquire
5080,Barbara didn't acquire a motorcycle ||| . The motorcycle  ||| was blue.,negation,0,0,motorcycle,aquire
5081,Barbara acquired a motorcycle ||| . It  ||| was blue.,negation,1,1,motorcycle,aquire
5081,Barbara didn't acquire a motorcycle ||| . It  ||| was blue.,negation,1,0,motorcycle,aquire
5082,Jessica acquired a motorcycle ||| . The motorcycle  ||| was fast.,negation,0,1,motorcycle,aquire
5082,Jessica didn't acquire a motorcycle ||| . The motorcycle  ||| was fast.,negation,0,0,motorcycle,aquire
5083,Jessica acquired a motorcycle ||| . It  ||| was fast.,negation,1,1,motorcycle,aquire
5083,Jessica didn't acquire a motorcycle ||| . It  ||| was fast.,negation,1,0,motorcycle,aquire
5084,Jessica acquired a motorcycle ||| . The motorcycle  ||| was slow.,negation,0,1,motorcycle,aquire
5084,Jessica didn't acquire a motorcycle ||| . The motorcycle  ||| was slow.,negation,0,0,motorcycle,aquire
5085,Jessica acquired a motorcycle ||| . It  ||| was slow.,negation,1,1,motorcycle,aquire
5085,Jessica didn't acquire a motorcycle ||| . It  ||| was slow.,negation,1,0,motorcycle,aquire
5086,Jessica acquired a motorcycle ||| . The motorcycle  ||| was eco-friendly.,negation,0,1,motorcycle,aquire
5086,Jessica didn't acquire a motorcycle ||| . The motorcycle  ||| was eco-friendly.,negation,0,0,motorcycle,aquire
5087,Jessica acquired a motorcycle ||| . It  ||| was eco-friendly.,negation,1,1,motorcycle,aquire
5087,Jessica didn't acquire a motorcycle ||| . It  ||| was eco-friendly.,negation,1,0,motorcycle,aquire
5088,Sarah acquired a motorcycle ||| . The motorcycle  ||| was expensive.,negation,0,1,motorcycle,aquire
5088,Sarah didn't acquire a motorcycle ||| . The motorcycle  ||| was expensive.,negation,0,0,motorcycle,aquire
5089,Sarah acquired a motorcycle ||| . It  ||| was expensive.,negation,1,1,motorcycle,aquire
5089,Sarah didn't acquire a motorcycle ||| . It  ||| was expensive.,negation,1,0,motorcycle,aquire
5090,Barbara acquired a motorcycle ||| . The motorcycle  ||| had a flat tire.,negation,0,1,motorcycle,aquire
5090,Barbara didn't acquire a motorcycle ||| . The motorcycle  ||| had a flat tire.,negation,0,0,motorcycle,aquire
5091,Barbara acquired a motorcycle ||| . It  ||| had a flat tire.,negation,1,1,motorcycle,aquire
5091,Barbara didn't acquire a motorcycle ||| . It  ||| had a flat tire.,negation,1,0,motorcycle,aquire
5092,Karen acquired a motorcycle ||| . The motorcycle  ||| could seat multiple people.,negation,0,1,motorcycle,aquire
5092,Karen didn't acquire a motorcycle ||| . The motorcycle  ||| could seat multiple people.,negation,0,0,motorcycle,aquire
5093,Karen acquired a motorcycle ||| . It  ||| could seat multiple people.,negation,1,1,motorcycle,aquire
5093,Karen didn't acquire a motorcycle ||| . It  ||| could seat multiple people.,negation,1,0,motorcycle,aquire
5094,Jennifer acquired a motorcycle ||| . The motorcycle  ||| required a special cable.,negation,0,1,motorcycle,aquire
5094,Jennifer didn't acquire a motorcycle ||| . The motorcycle  ||| required a special cable.,negation,0,0,motorcycle,aquire
5095,Jennifer acquired a motorcycle ||| . It  ||| required a special cable.,negation,1,1,motorcycle,aquire
5095,Jennifer didn't acquire a motorcycle ||| . It  ||| required a special cable.,negation,1,0,motorcycle,aquire
5096,David acquired a motorcycle ||| . The motorcycle  ||| emitted lots of greenhouse gases.,negation,0,1,motorcycle,aquire
5096,David didn't acquire a motorcycle ||| . The motorcycle  ||| emitted lots of greenhouse gases.,negation,0,0,motorcycle,aquire
5097,David acquired a motorcycle ||| . It  ||| emitted lots of greenhouse gases.,negation,1,1,motorcycle,aquire
5097,David didn't acquire a motorcycle ||| . It  ||| emitted lots of greenhouse gases.,negation,1,0,motorcycle,aquire
5098,Bill acquired a motorcycle ||| . The motorcycle  ||| made squeaky noises.,negation,0,1,motorcycle,aquire
5098,Bill didn't acquire a motorcycle ||| . The motorcycle  ||| made squeaky noises.,negation,0,0,motorcycle,aquire
5099,Bill acquired a motorcycle ||| . It  ||| made squeaky noises.,negation,1,1,motorcycle,aquire
5099,Bill didn't acquire a motorcycle ||| . It  ||| made squeaky noises.,negation,1,0,motorcycle,aquire
5100,David destroyed a motorcycle ||| . The motorcycle  ||| was blue.,negation,0,1,motorcycle,destroy
5100,David didn't destroy a motorcycle ||| . The motorcycle  ||| was blue.,negation,0,0,motorcycle,destroy
5101,David destroyed a motorcycle ||| . It  ||| was blue.,negation,1,1,motorcycle,destroy
5101,David didn't destroy a motorcycle ||| . It  ||| was blue.,negation,1,0,motorcycle,destroy
5102,Jennifer destroyed a motorcycle ||| . The motorcycle  ||| was fast.,negation,0,1,motorcycle,destroy
5102,Jennifer didn't destroy a motorcycle ||| . The motorcycle  ||| was fast.,negation,0,0,motorcycle,destroy
5103,Jennifer destroyed a motorcycle ||| . It  ||| was fast.,negation,1,1,motorcycle,destroy
5103,Jennifer didn't destroy a motorcycle ||| . It  ||| was fast.,negation,1,0,motorcycle,destroy
5104,Jennifer destroyed a motorcycle ||| . The motorcycle  ||| was slow.,negation,0,1,motorcycle,destroy
5104,Jennifer didn't destroy a motorcycle ||| . The motorcycle  ||| was slow.,negation,0,0,motorcycle,destroy
5105,Jennifer destroyed a motorcycle ||| . It  ||| was slow.,negation,1,1,motorcycle,destroy
5105,Jennifer didn't destroy a motorcycle ||| . It  ||| was slow.,negation,1,0,motorcycle,destroy
5106,Joseph destroyed a motorcycle ||| . The motorcycle  ||| was eco-friendly.,negation,0,1,motorcycle,destroy
5106,Joseph didn't destroy a motorcycle ||| . The motorcycle  ||| was eco-friendly.,negation,0,0,motorcycle,destroy
5107,Joseph destroyed a motorcycle ||| . It  ||| was eco-friendly.,negation,1,1,motorcycle,destroy
5107,Joseph didn't destroy a motorcycle ||| . It  ||| was eco-friendly.,negation,1,0,motorcycle,destroy
5108,Sarah destroyed a motorcycle ||| . The motorcycle  ||| was expensive.,negation,0,1,motorcycle,destroy
5108,Sarah didn't destroy a motorcycle ||| . The motorcycle  ||| was expensive.,negation,0,0,motorcycle,destroy
5109,Sarah destroyed a motorcycle ||| . It  ||| was expensive.,negation,1,1,motorcycle,destroy
5109,Sarah didn't destroy a motorcycle ||| . It  ||| was expensive.,negation,1,0,motorcycle,destroy
5110,Nancy destroyed a motorcycle ||| . The motorcycle  ||| had a flat tire.,negation,0,1,motorcycle,destroy
5110,Nancy didn't destroy a motorcycle ||| . The motorcycle  ||| had a flat tire.,negation,0,0,motorcycle,destroy
5111,Nancy destroyed a motorcycle ||| . It  ||| had a flat tire.,negation,1,1,motorcycle,destroy
5111,Nancy didn't destroy a motorcycle ||| . It  ||| had a flat tire.,negation,1,0,motorcycle,destroy
5112,Jennifer destroyed a motorcycle ||| . The motorcycle  ||| could seat multiple people.,negation,0,1,motorcycle,destroy
5112,Jennifer didn't destroy a motorcycle ||| . The motorcycle  ||| could seat multiple people.,negation,0,0,motorcycle,destroy
5113,Jennifer destroyed a motorcycle ||| . It  ||| could seat multiple people.,negation,1,1,motorcycle,destroy
5113,Jennifer didn't destroy a motorcycle ||| . It  ||| could seat multiple people.,negation,1,0,motorcycle,destroy
5114,Jennifer destroyed a motorcycle ||| . The motorcycle  ||| required a special cable.,negation,0,1,motorcycle,destroy
5114,Jennifer didn't destroy a motorcycle ||| . The motorcycle  ||| required a special cable.,negation,0,0,motorcycle,destroy
5115,Jennifer destroyed a motorcycle ||| . It  ||| required a special cable.,negation,1,1,motorcycle,destroy
5115,Jennifer didn't destroy a motorcycle ||| . It  ||| required a special cable.,negation,1,0,motorcycle,destroy
5116,Susan destroyed a motorcycle ||| . The motorcycle  ||| emitted lots of greenhouse gases.,negation,0,1,motorcycle,destroy
5116,Susan didn't destroy a motorcycle ||| . The motorcycle  ||| emitted lots of greenhouse gases.,negation,0,0,motorcycle,destroy
5117,Susan destroyed a motorcycle ||| . It  ||| emitted lots of greenhouse gases.,negation,1,1,motorcycle,destroy
5117,Susan didn't destroy a motorcycle ||| . It  ||| emitted lots of greenhouse gases.,negation,1,0,motorcycle,destroy
5118,Mary destroyed a motorcycle ||| . The motorcycle  ||| made squeaky noises.,negation,0,1,motorcycle,destroy
5118,Mary didn't destroy a motorcycle ||| . The motorcycle  ||| made squeaky noises.,negation,0,0,motorcycle,destroy
5119,Mary destroyed a motorcycle ||| . It  ||| made squeaky noises.,negation,1,1,motorcycle,destroy
5119,Mary didn't destroy a motorcycle ||| . It  ||| made squeaky noises.,negation,1,0,motorcycle,destroy
5120,Sarah stole a motorcycle ||| . The motorcycle  ||| was blue.,negation,0,1,motorcycle,steal
5120,Sarah didn't steal a motorcycle ||| . The motorcycle  ||| was blue.,negation,0,0,motorcycle,steal
5121,Sarah stole a motorcycle ||| . It  ||| was blue.,negation,1,1,motorcycle,steal
5121,Sarah didn't steal a motorcycle ||| . It  ||| was blue.,negation,1,0,motorcycle,steal
5122,Barbara stole a motorcycle ||| . The motorcycle  ||| was fast.,negation,0,1,motorcycle,steal
5122,Barbara didn't steal a motorcycle ||| . The motorcycle  ||| was fast.,negation,0,0,motorcycle,steal
5123,Barbara stole a motorcycle ||| . It  ||| was fast.,negation,1,1,motorcycle,steal
5123,Barbara didn't steal a motorcycle ||| . It  ||| was fast.,negation,1,0,motorcycle,steal
5124,James stole a motorcycle ||| . The motorcycle  ||| was slow.,negation,0,1,motorcycle,steal
5124,James didn't steal a motorcycle ||| . The motorcycle  ||| was slow.,negation,0,0,motorcycle,steal
5125,James stole a motorcycle ||| . It  ||| was slow.,negation,1,1,motorcycle,steal
5125,James didn't steal a motorcycle ||| . It  ||| was slow.,negation,1,0,motorcycle,steal
5126,Jennifer stole a motorcycle ||| . The motorcycle  ||| was eco-friendly.,negation,0,1,motorcycle,steal
5126,Jennifer didn't steal a motorcycle ||| . The motorcycle  ||| was eco-friendly.,negation,0,0,motorcycle,steal
5127,Jennifer stole a motorcycle ||| . It  ||| was eco-friendly.,negation,1,1,motorcycle,steal
5127,Jennifer didn't steal a motorcycle ||| . It  ||| was eco-friendly.,negation,1,0,motorcycle,steal
5128,Elizabeth stole a motorcycle ||| . The motorcycle  ||| was expensive.,negation,0,1,motorcycle,steal
5128,Elizabeth didn't steal a motorcycle ||| . The motorcycle  ||| was expensive.,negation,0,0,motorcycle,steal
5129,Elizabeth stole a motorcycle ||| . It  ||| was expensive.,negation,1,1,motorcycle,steal
5129,Elizabeth didn't steal a motorcycle ||| . It  ||| was expensive.,negation,1,0,motorcycle,steal
5130,Barbara stole a motorcycle ||| . The motorcycle  ||| had a flat tire.,negation,0,1,motorcycle,steal
5130,Barbara didn't steal a motorcycle ||| . The motorcycle  ||| had a flat tire.,negation,0,0,motorcycle,steal
5131,Barbara stole a motorcycle ||| . It  ||| had a flat tire.,negation,1,1,motorcycle,steal
5131,Barbara didn't steal a motorcycle ||| . It  ||| had a flat tire.,negation,1,0,motorcycle,steal
5132,Linda stole a motorcycle ||| . The motorcycle  ||| could seat multiple people.,negation,0,1,motorcycle,steal
5132,Linda didn't steal a motorcycle ||| . The motorcycle  ||| could seat multiple people.,negation,0,0,motorcycle,steal
5133,Linda stole a motorcycle ||| . It  ||| could seat multiple people.,negation,1,1,motorcycle,steal
5133,Linda didn't steal a motorcycle ||| . It  ||| could seat multiple people.,negation,1,0,motorcycle,steal
5134,Bill stole a motorcycle ||| . The motorcycle  ||| required a special cable.,negation,0,1,motorcycle,steal
5134,Bill didn't steal a motorcycle ||| . The motorcycle  ||| required a special cable.,negation,0,0,motorcycle,steal
5135,Bill stole a motorcycle ||| . It  ||| required a special cable.,negation,1,1,motorcycle,steal
5135,Bill didn't steal a motorcycle ||| . It  ||| required a special cable.,negation,1,0,motorcycle,steal
5136,Chris stole a motorcycle ||| . The motorcycle  ||| emitted lots of greenhouse gases.,negation,0,1,motorcycle,steal
5136,Chris didn't steal a motorcycle ||| . The motorcycle  ||| emitted lots of greenhouse gases.,negation,0,0,motorcycle,steal
5137,Chris stole a motorcycle ||| . It  ||| emitted lots of greenhouse gases.,negation,1,1,motorcycle,steal
5137,Chris didn't steal a motorcycle ||| . It  ||| emitted lots of greenhouse gases.,negation,1,0,motorcycle,steal
5138,Bob stole a motorcycle ||| . The motorcycle  ||| made squeaky noises.,negation,0,1,motorcycle,steal
5138,Bob didn't steal a motorcycle ||| . The motorcycle  ||| made squeaky noises.,negation,0,0,motorcycle,steal
5139,Bob stole a motorcycle ||| . It  ||| made squeaky noises.,negation,1,1,motorcycle,steal
5139,Bob didn't steal a motorcycle ||| . It  ||| made squeaky noises.,negation,1,0,motorcycle,steal
5140,Thomas donated a motorcycle ||| . The motorcycle  ||| was blue.,negation,0,1,motorcycle,donate
5140,Thomas didn't donate a motorcycle ||| . The motorcycle  ||| was blue.,negation,0,0,motorcycle,donate
5141,Thomas donated a motorcycle ||| . It  ||| was blue.,negation,1,1,motorcycle,donate
5141,Thomas didn't donate a motorcycle ||| . It  ||| was blue.,negation,1,0,motorcycle,donate
5142,Sarah donated a motorcycle ||| . The motorcycle  ||| was fast.,negation,0,1,motorcycle,donate
5142,Sarah didn't donate a motorcycle ||| . The motorcycle  ||| was fast.,negation,0,0,motorcycle,donate
5143,Sarah donated a motorcycle ||| . It  ||| was fast.,negation,1,1,motorcycle,donate
5143,Sarah didn't donate a motorcycle ||| . It  ||| was fast.,negation,1,0,motorcycle,donate
5144,Barbara donated a motorcycle ||| . The motorcycle  ||| was slow.,negation,0,1,motorcycle,donate
5144,Barbara didn't donate a motorcycle ||| . The motorcycle  ||| was slow.,negation,0,0,motorcycle,donate
5145,Barbara donated a motorcycle ||| . It  ||| was slow.,negation,1,1,motorcycle,donate
5145,Barbara didn't donate a motorcycle ||| . It  ||| was slow.,negation,1,0,motorcycle,donate
5146,Michael donated a motorcycle ||| . The motorcycle  ||| was eco-friendly.,negation,0,1,motorcycle,donate
5146,Michael didn't donate a motorcycle ||| . The motorcycle  ||| was eco-friendly.,negation,0,0,motorcycle,donate
5147,Michael donated a motorcycle ||| . It  ||| was eco-friendly.,negation,1,1,motorcycle,donate
5147,Michael didn't donate a motorcycle ||| . It  ||| was eco-friendly.,negation,1,0,motorcycle,donate
5148,Barbara donated a motorcycle ||| . The motorcycle  ||| was expensive.,negation,0,1,motorcycle,donate
5148,Barbara didn't donate a motorcycle ||| . The motorcycle  ||| was expensive.,negation,0,0,motorcycle,donate
5149,Barbara donated a motorcycle ||| . It  ||| was expensive.,negation,1,1,motorcycle,donate
5149,Barbara didn't donate a motorcycle ||| . It  ||| was expensive.,negation,1,0,motorcycle,donate
5150,Linda donated a motorcycle ||| . The motorcycle  ||| had a flat tire.,negation,0,1,motorcycle,donate
5150,Linda didn't donate a motorcycle ||| . The motorcycle  ||| had a flat tire.,negation,0,0,motorcycle,donate
5151,Linda donated a motorcycle ||| . It  ||| had a flat tire.,negation,1,1,motorcycle,donate
5151,Linda didn't donate a motorcycle ||| . It  ||| had a flat tire.,negation,1,0,motorcycle,donate
