pair_id,sentence,type,pronoun,preferred,noun,verb
0,Michael owned a dog |||  and the dog  ||| had a long tail.,negation,0,1,dog,own
4110,Jennifer didn't destroy a car |||  and the car  ||| had a flat tire.,negation,0,0,car,destroy
4111,Jennifer destroyed a car |||  and it  ||| had a flat tire.,negation,1,1,car,destroy
4111,Jennifer didn't destroy a car |||  and it  ||| had a flat tire.,negation,1,0,car,destroy
4112,Sarah destroyed a car |||  and the car  ||| could seat multiple people.,negation,0,1,car,destroy
4112,Sarah didn't destroy a car |||  and the car  ||| could seat multiple people.,negation,0,0,car,destroy
4113,Sarah destroyed a car |||  and it  ||| could seat multiple people.,negation,1,1,car,destroy
4113,Sarah didn't destroy a car |||  and it  ||| could seat multiple people.,negation,1,0,car,destroy
4114,James destroyed a car |||  and the car  ||| required a special cable.,negation,0,1,car,destroy
4114,James didn't destroy a car |||  and the car  ||| required a special cable.,negation,0,0,car,destroy
4115,James destroyed a car |||  and it  ||| required a special cable.,negation,1,1,car,destroy
4115,James didn't destroy a car |||  and it  ||| required a special cable.,negation,1,0,car,destroy
4116,Barbara destroyed a car |||  and the car  ||| emitted lots of greenhouse gases.,negation,0,1,car,destroy
4116,Barbara didn't destroy a car |||  and the car  ||| emitted lots of greenhouse gases.,negation,0,0,car,destroy
4117,Barbara destroyed a car |||  and it  ||| emitted lots of greenhouse gases.,negation,1,1,car,destroy
4117,Barbara didn't destroy a car |||  and it  ||| emitted lots of greenhouse gases.,negation,1,0,car,destroy
4118,Karen destroyed a car |||  and the car  ||| made squeaky noises.,negation,0,1,car,destroy
4118,Karen didn't destroy a car |||  and the car  ||| made squeaky noises.,negation,0,0,car,destroy
4119,Karen destroyed a car |||  and it  ||| made squeaky noises.,negation,1,1,car,destroy
4119,Karen didn't destroy a car |||  and it  ||| made squeaky noises.,negation,1,0,car,destroy
4120,Joseph stole a car |||  and the car  ||| was blue.,negation,0,1,car,steal
4120,Joseph didn't steal a car |||  and the car  ||| was blue.,negation,0,0,car,steal
4121,Joseph stole a car |||  and it  ||| was blue.,negation,1,1,car,steal
4121,Joseph didn't steal a car |||  and it  ||| was blue.,negation,1,0,car,steal
4122,James stole a car |||  and the car  ||| was fast.,negation,0,1,car,steal
4122,James didn't steal a car |||  and the car  ||| was fast.,negation,0,0,car,steal
4123,James stole a car |||  and it  ||| was fast.,negation,1,1,car,steal
4123,James didn't steal a car |||  and it  ||| was fast.,negation,1,0,car,steal
4124,Susan stole a car |||  and the car  ||| was slow.,negation,0,1,car,steal
4124,Susan didn't steal a car |||  and the car  ||| was slow.,negation,0,0,car,steal
4125,Susan stole a car |||  and it  ||| was slow.,negation,1,1,car,steal
4125,Susan didn't steal a car |||  and it  ||| was slow.,negation,1,0,car,steal
4126,Barbara stole a car |||  and the car  ||| was eco-friendly.,negation,0,1,car,steal
4126,Barbara didn't steal a car |||  and the car  ||| was eco-friendly.,negation,0,0,car,steal
4127,Barbara stole a car |||  and it  ||| was eco-friendly.,negation,1,1,car,steal
4127,Barbara didn't steal a car |||  and it  ||| was eco-friendly.,negation,1,0,car,steal
4128,Barbara stole a car |||  and the car  ||| was expensive.,negation,0,1,car,steal
4128,Barbara didn't steal a car |||  and the car  ||| was expensive.,negation,0,0,car,steal
4129,Barbara stole a car |||  and it  ||| was expensive.,negation,1,1,car,steal
4129,Barbara didn't steal a car |||  and it  ||| was expensive.,negation,1,0,car,steal
4130,Chris stole a car |||  and the car  ||| had a flat tire.,negation,0,1,car,steal
4130,Chris didn't steal a car |||  and the car  ||| had a flat tire.,negation,0,0,car,steal
4131,Chris stole a car |||  and it  ||| had a flat tire.,negation,1,1,car,steal
4131,Chris didn't steal a car |||  and it  ||| had a flat tire.,negation,1,0,car,steal
4132,Barbara stole a car |||  and the car  ||| could seat multiple people.,negation,0,1,car,steal
4132,Barbara didn't steal a car |||  and the car  ||| could seat multiple people.,negation,0,0,car,steal
4133,Barbara stole a car |||  and it  ||| could seat multiple people.,negation,1,1,car,steal
4133,Barbara didn't steal a car |||  and it  ||| could seat multiple people.,negation,1,0,car,steal
4134,John stole a car |||  and the car  ||| required a special cable.,negation,0,1,car,steal
4134,John didn't steal a car |||  and the car  ||| required a special cable.,negation,0,0,car,steal
4135,John stole a car |||  and it  ||| required a special cable.,negation,1,1,car,steal
4135,John didn't steal a car |||  and it  ||| required a special cable.,negation,1,0,car,steal
4136,John stole a car |||  and the car  ||| emitted lots of greenhouse gases.,negation,0,1,car,steal
4136,John didn't steal a car |||  and the car  ||| emitted lots of greenhouse gases.,negation,0,0,car,steal
4137,John stole a car |||  and it  ||| emitted lots of greenhouse gases.,negation,1,1,car,steal
4137,John didn't steal a car |||  and it  ||| emitted lots of greenhouse gases.,negation,1,0,car,steal
4138,John stole a car |||  and the car  ||| made squeaky noises.,negation,0,1,car,steal
4138,John didn't steal a car |||  and the car  ||| made squeaky noises.,negation,0,0,car,steal
4139,John stole a car |||  and it  ||| made squeaky noises.,negation,1,1,car,steal
4139,John didn't steal a car |||  and it  ||| made squeaky noises.,negation,1,0,car,steal
4140,Richard donated a car |||  and the car  ||| was blue.,negation,0,1,car,donate
4140,Richard didn't donate a car |||  and the car  ||| was blue.,negation,0,0,car,donate
4141,Richard donated a car |||  and it  ||| was blue.,negation,1,1,car,donate
4141,Richard didn't donate a car |||  and it  ||| was blue.,negation,1,0,car,donate
4142,Bob donated a car |||  and the car  ||| was fast.,negation,0,1,car,donate
4142,Bob didn't donate a car |||  and the car  ||| was fast.,negation,0,0,car,donate
4143,Bob donated a car |||  and it  ||| was fast.,negation,1,1,car,donate
4143,Bob didn't donate a car |||  and it  ||| was fast.,negation,1,0,car,donate
4144,Joseph donated a car |||  and the car  ||| was slow.,negation,0,1,car,donate
4144,Joseph didn't donate a car |||  and the car  ||| was slow.,negation,0,0,car,donate
4145,Joseph donated a car |||  and it  ||| was slow.,negation,1,1,car,donate
4145,Joseph didn't donate a car |||  and it  ||| was slow.,negation,1,0,car,donate
4146,Bob donated a car |||  and the car  ||| was eco-friendly.,negation,0,1,car,donate
4146,Bob didn't donate a car |||  and the car  ||| was eco-friendly.,negation,0,0,car,donate
4147,Bob donated a car |||  and it  ||| was eco-friendly.,negation,1,1,car,donate
4147,Bob didn't donate a car |||  and it  ||| was eco-friendly.,negation,1,0,car,donate
4148,Nancy donated a car |||  and the car  ||| was expensive.,negation,0,1,car,donate
4148,Nancy didn't donate a car |||  and the car  ||| was expensive.,negation,0,0,car,donate
4149,Nancy donated a car |||  and it  ||| was expensive.,negation,1,1,car,donate
4149,Nancy didn't donate a car |||  and it  ||| was expensive.,negation,1,0,car,donate
4150,Jessica donated a car |||  and the car  ||| had a flat tire.,negation,0,1,car,donate
4150,Jessica didn't donate a car |||  and the car  ||| had a flat tire.,negation,0,0,car,donate
4151,Jessica donated a car |||  and it  ||| had a flat tire.,negation,1,1,car,donate
4151,Jessica didn't donate a car |||  and it  ||| had a flat tire.,negation,1,0,car,donate
4152,Thomas donated a car |||  and the car  ||| could seat multiple people.,negation,0,1,car,donate
4152,Thomas didn't donate a car |||  and the car  ||| could seat multiple people.,negation,0,0,car,donate
4153,Thomas donated a car |||  and it  ||| could seat multiple people.,negation,1,1,car,donate
4153,Thomas didn't donate a car |||  and it  ||| could seat multiple people.,negation,1,0,car,donate
4154,Bill donated a car |||  and the car  ||| required a special cable.,negation,0,1,car,donate
4154,Bill didn't donate a car |||  and the car  ||| required a special cable.,negation,0,0,car,donate
4155,Bill donated a car |||  and it  ||| required a special cable.,negation,1,1,car,donate
4155,Bill didn't donate a car |||  and it  ||| required a special cable.,negation,1,0,car,donate
4156,Karen donated a car |||  and the car  ||| emitted lots of greenhouse gases.,negation,0,1,car,donate
4156,Karen didn't donate a car |||  and the car  ||| emitted lots of greenhouse gases.,negation,0,0,car,donate
4157,Karen donated a car |||  and it  ||| emitted lots of greenhouse gases.,negation,1,1,car,donate
4157,Karen didn't donate a car |||  and it  ||| emitted lots of greenhouse gases.,negation,1,0,car,donate
4158,Michael donated a car |||  and the car  ||| made squeaky noises.,negation,0,1,car,donate
4158,Michael didn't donate a car |||  and the car  ||| made squeaky noises.,negation,0,0,car,donate
4159,Michael donated a car |||  and it  ||| made squeaky noises.,negation,1,1,car,donate
4159,Michael didn't donate a car |||  and it  ||| made squeaky noises.,negation,1,0,car,donate
4160,Mary repaired a car |||  and the car  ||| was blue.,negation,0,1,car,repair
4160,Mary didn't repair a car |||  and the car  ||| was blue.,negation,0,0,car,repair
4161,Mary repaired a car |||  and it  ||| was blue.,negation,1,1,car,repair
4161,Mary didn't repair a car |||  and it  ||| was blue.,negation,1,0,car,repair
4162,Sarah repaired a car |||  and the car  ||| was fast.,negation,0,1,car,repair
4162,Sarah didn't repair a car |||  and the car  ||| was fast.,negation,0,0,car,repair
4163,Sarah repaired a car |||  and it  ||| was fast.,negation,1,1,car,repair
4163,Sarah didn't repair a car |||  and it  ||| was fast.,negation,1,0,car,repair
4164,John repaired a car |||  and the car  ||| was slow.,negation,0,1,car,repair
4164,John didn't repair a car |||  and the car  ||| was slow.,negation,0,0,car,repair
4165,John repaired a car |||  and it  ||| was slow.,negation,1,1,car,repair
4165,John didn't repair a car |||  and it  ||| was slow.,negation,1,0,car,repair
4166,Bob repaired a car |||  and the car  ||| was eco-friendly.,negation,0,1,car,repair
4166,Bob didn't repair a car |||  and the car  ||| was eco-friendly.,negation,0,0,car,repair
4167,Bob repaired a car |||  and it  ||| was eco-friendly.,negation,1,1,car,repair
4167,Bob didn't repair a car |||  and it  ||| was eco-friendly.,negation,1,0,car,repair
4168,Karen repaired a car |||  and the car  ||| was expensive.,negation,0,1,car,repair
4168,Karen didn't repair a car |||  and the car  ||| was expensive.,negation,0,0,car,repair
4169,Karen repaired a car |||  and it  ||| was expensive.,negation,1,1,car,repair
4169,Karen didn't repair a car |||  and it  ||| was expensive.,negation,1,0,car,repair
4170,James repaired a car |||  and the car  ||| had a flat tire.,negation,0,1,car,repair
4170,James didn't repair a car |||  and the car  ||| had a flat tire.,negation,0,0,car,repair
4171,James repaired a car |||  and it  ||| had a flat tire.,negation,1,1,car,repair
4171,James didn't repair a car |||  and it  ||| had a flat tire.,negation,1,0,car,repair
4172,Chris repaired a car |||  and the car  ||| could seat multiple people.,negation,0,1,car,repair
4172,Chris didn't repair a car |||  and the car  ||| could seat multiple people.,negation,0,0,car,repair
4173,Chris repaired a car |||  and it  ||| could seat multiple people.,negation,1,1,car,repair
4173,Chris didn't repair a car |||  and it  ||| could seat multiple people.,negation,1,0,car,repair
4174,Bill repaired a car |||  and the car  ||| required a special cable.,negation,0,1,car,repair
4174,Bill didn't repair a car |||  and the car  ||| required a special cable.,negation,0,0,car,repair
4175,Bill repaired a car |||  and it  ||| required a special cable.,negation,1,1,car,repair
4175,Bill didn't repair a car |||  and it  ||| required a special cable.,negation,1,0,car,repair
4176,Michael repaired a car |||  and the car  ||| emitted lots of greenhouse gases.,negation,0,1,car,repair
4176,Michael didn't repair a car |||  and the car  ||| emitted lots of greenhouse gases.,negation,0,0,car,repair
4177,Michael repaired a car |||  and it  ||| emitted lots of greenhouse gases.,negation,1,1,car,repair
4177,Michael didn't repair a car |||  and it  ||| emitted lots of greenhouse gases.,negation,1,0,car,repair
4178,John repaired a car |||  and the car  ||| made squeaky noises.,negation,0,1,car,repair
4178,John didn't repair a car |||  and the car  ||| made squeaky noises.,negation,0,0,car,repair
4179,John repaired a car |||  and it  ||| made squeaky noises.,negation,1,1,car,repair
4179,John didn't repair a car |||  and it  ||| made squeaky noises.,negation,1,0,car,repair
4180,Jessica ruined a car |||  and the car  ||| was blue.,negation,0,1,car,ruin
4180,Jessica didn't ruin a car |||  and the car  ||| was blue.,negation,0,0,car,ruin
4181,Jessica ruined a car |||  and it  ||| was blue.,negation,1,1,car,ruin
4181,Jessica didn't ruin a car |||  and it  ||| was blue.,negation,1,0,car,ruin
4182,David ruined a car |||  and the car  ||| was fast.,negation,0,1,car,ruin
4182,David didn't ruin a car |||  and the car  ||| was fast.,negation,0,0,car,ruin
4183,David ruined a car |||  and it  ||| was fast.,negation,1,1,car,ruin
4183,David didn't ruin a car |||  and it  ||| was fast.,negation,1,0,car,ruin
4184,John ruined a car |||  and the car  ||| was slow.,negation,0,1,car,ruin
4184,John didn't ruin a car |||  and the car  ||| was slow.,negation,0,0,car,ruin
4185,John ruined a car |||  and it  ||| was slow.,negation,1,1,car,ruin
4185,John didn't ruin a car |||  and it  ||| was slow.,negation,1,0,car,ruin
4186,Bob ruined a car |||  and the car  ||| was eco-friendly.,negation,0,1,car,ruin
4186,Bob didn't ruin a car |||  and the car  ||| was eco-friendly.,negation,0,0,car,ruin
4187,Bob ruined a car |||  and it  ||| was eco-friendly.,negation,1,1,car,ruin
4187,Bob didn't ruin a car |||  and it  ||| was eco-friendly.,negation,1,0,car,ruin
4188,Joseph ruined a car |||  and the car  ||| was expensive.,negation,0,1,car,ruin
4188,Joseph didn't ruin a car |||  and the car  ||| was expensive.,negation,0,0,car,ruin
4189,Joseph ruined a car |||  and it  ||| was expensive.,negation,1,1,car,ruin
4189,Joseph didn't ruin a car |||  and it  ||| was expensive.,negation,1,0,car,ruin
4190,Michael ruined a car |||  and the car  ||| had a flat tire.,negation,0,1,car,ruin
4190,Michael didn't ruin a car |||  and the car  ||| had a flat tire.,negation,0,0,car,ruin
4191,Michael ruined a car |||  and it  ||| had a flat tire.,negation,1,1,car,ruin
4191,Michael didn't ruin a car |||  and it  ||| had a flat tire.,negation,1,0,car,ruin
4192,Nancy ruined a car |||  and the car  ||| could seat multiple people.,negation,0,1,car,ruin
4192,Nancy didn't ruin a car |||  and the car  ||| could seat multiple people.,negation,0,0,car,ruin
4193,Nancy ruined a car |||  and it  ||| could seat multiple people.,negation,1,1,car,ruin
4193,Nancy didn't ruin a car |||  and it  ||| could seat multiple people.,negation,1,0,car,ruin
4194,John ruined a car |||  and the car  ||| required a special cable.,negation,0,1,car,ruin
4194,John didn't ruin a car |||  and the car  ||| required a special cable.,negation,0,0,car,ruin
4195,John ruined a car |||  and it  ||| required a special cable.,negation,1,1,car,ruin
4195,John didn't ruin a car |||  and it  ||| required a special cable.,negation,1,0,car,ruin
4196,Barbara ruined a car |||  and the car  ||| emitted lots of greenhouse gases.,negation,0,1,car,ruin
4196,Barbara didn't ruin a car |||  and the car  ||| emitted lots of greenhouse gases.,negation,0,0,car,ruin
4197,Barbara ruined a car |||  and it  ||| emitted lots of greenhouse gases.,negation,1,1,car,ruin
4197,Barbara didn't ruin a car |||  and it  ||| emitted lots of greenhouse gases.,negation,1,0,car,ruin
4198,John ruined a car |||  and the car  ||| made squeaky noises.,negation,0,1,car,ruin
4198,John didn't ruin a car |||  and the car  ||| made squeaky noises.,negation,0,0,car,ruin
4199,John ruined a car |||  and it  ||| made squeaky noises.,negation,1,1,car,ruin
4199,John didn't ruin a car |||  and it  ||| made squeaky noises.,negation,1,0,car,ruin
4200,Susan bought a van |||  and the van  ||| was blue.,negation,0,1,van,buy
4200,Susan didn't buy a van |||  and the van  ||| was blue.,negation,0,0,van,buy
4201,Susan bought a van |||  and it  ||| was blue.,negation,1,1,van,buy
4201,Susan didn't buy a van |||  and it  ||| was blue.,negation,1,0,van,buy
4202,Sarah bought a van |||  and the van  ||| was fast.,negation,0,1,van,buy
4202,Sarah didn't buy a van |||  and the van  ||| was fast.,negation,0,0,van,buy
4203,Sarah bought a van |||  and it  ||| was fast.,negation,1,1,van,buy
4203,Sarah didn't buy a van |||  and it  ||| was fast.,negation,1,0,van,buy
4204,John bought a van |||  and the van  ||| was slow.,negation,0,1,van,buy
4204,John didn't buy a van |||  and the van  ||| was slow.,negation,0,0,van,buy
4205,John bought a van |||  and it  ||| was slow.,negation,1,1,van,buy
4205,John didn't buy a van |||  and it  ||| was slow.,negation,1,0,van,buy
4206,Susan bought a van |||  and the van  ||| was eco-friendly.,negation,0,1,van,buy
4206,Susan didn't buy a van |||  and the van  ||| was eco-friendly.,negation,0,0,van,buy
4207,Susan bought a van |||  and it  ||| was eco-friendly.,negation,1,1,van,buy
4207,Susan didn't buy a van |||  and it  ||| was eco-friendly.,negation,1,0,van,buy
4208,Chris bought a van |||  and the van  ||| was expensive.,negation,0,1,van,buy
4208,Chris didn't buy a van |||  and the van  ||| was expensive.,negation,0,0,van,buy
4209,Chris bought a van |||  and it  ||| was expensive.,negation,1,1,van,buy
4209,Chris didn't buy a van |||  and it  ||| was expensive.,negation,1,0,van,buy
4210,Karen bought a van |||  and the van  ||| had a flat tire.,negation,0,1,van,buy
4210,Karen didn't buy a van |||  and the van  ||| had a flat tire.,negation,0,0,van,buy
4211,Karen bought a van |||  and it  ||| had a flat tire.,negation,1,1,van,buy
4211,Karen didn't buy a van |||  and it  ||| had a flat tire.,negation,1,0,van,buy
4212,Jennifer bought a van |||  and the van  ||| could seat multiple people.,negation,0,1,van,buy
4212,Jennifer didn't buy a van |||  and the van  ||| could seat multiple people.,negation,0,0,van,buy
4213,Jennifer bought a van |||  and it  ||| could seat multiple people.,negation,1,1,van,buy
4213,Jennifer didn't buy a van |||  and it  ||| could seat multiple people.,negation,1,0,van,buy
4214,Elizabeth bought a van |||  and the van  ||| required a special cable.,negation,0,1,van,buy
4214,Elizabeth didn't buy a van |||  and the van  ||| required a special cable.,negation,0,0,van,buy
4215,Elizabeth bought a van |||  and it  ||| required a special cable.,negation,1,1,van,buy
4215,Elizabeth didn't buy a van |||  and it  ||| required a special cable.,negation,1,0,van,buy
4216,Sarah bought a van |||  and the van  ||| emitted lots of greenhouse gases.,negation,0,1,van,buy
4216,Sarah didn't buy a van |||  and the van  ||| emitted lots of greenhouse gases.,negation,0,0,van,buy
4217,Sarah bought a van |||  and it  ||| emitted lots of greenhouse gases.,negation,1,1,van,buy
4217,Sarah didn't buy a van |||  and it  ||| emitted lots of greenhouse gases.,negation,1,0,van,buy
4218,Thomas bought a van |||  and the van  ||| made squeaky noises.,negation,0,1,van,buy
4218,Thomas didn't buy a van |||  and the van  ||| made squeaky noises.,negation,0,0,van,buy
4219,Thomas bought a van |||  and it  ||| made squeaky noises.,negation,1,1,van,buy
4219,Thomas didn't buy a van |||  and it  ||| made squeaky noises.,negation,1,0,van,buy
4220,Richard rented a van |||  and the van  ||| was blue.,negation,0,1,van,rent
4220,Richard didn't rent a van |||  and the van  ||| was blue.,negation,0,0,van,rent
4221,Richard rented a van |||  and it  ||| was blue.,negation,1,1,van,rent
4221,Richard didn't rent a van |||  and it  ||| was blue.,negation,1,0,van,rent
4222,John rented a van |||  and the van  ||| was fast.,negation,0,1,van,rent
4222,John didn't rent a van |||  and the van  ||| was fast.,negation,0,0,van,rent
4223,John rented a van |||  and it  ||| was fast.,negation,1,1,van,rent
4223,John didn't rent a van |||  and it  ||| was fast.,negation,1,0,van,rent
4224,Sarah rented a van |||  and the van  ||| was slow.,negation,0,1,van,rent
4224,Sarah didn't rent a van |||  and the van  ||| was slow.,negation,0,0,van,rent
4225,Sarah rented a van |||  and it  ||| was slow.,negation,1,1,van,rent
4225,Sarah didn't rent a van |||  and it  ||| was slow.,negation,1,0,van,rent
4226,Jessica rented a van |||  and the van  ||| was eco-friendly.,negation,0,1,van,rent
4226,Jessica didn't rent a van |||  and the van  ||| was eco-friendly.,negation,0,0,van,rent
4227,Jessica rented a van |||  and it  ||| was eco-friendly.,negation,1,1,van,rent
4227,Jessica didn't rent a van |||  and it  ||| was eco-friendly.,negation,1,0,van,rent
4228,Bob rented a van |||  and the van  ||| was expensive.,negation,0,1,van,rent
4228,Bob didn't rent a van |||  and the van  ||| was expensive.,negation,0,0,van,rent
4229,Bob rented a van |||  and it  ||| was expensive.,negation,1,1,van,rent
4229,Bob didn't rent a van |||  and it  ||| was expensive.,negation,1,0,van,rent
4230,David rented a van |||  and the van  ||| had a flat tire.,negation,0,1,van,rent
4230,David didn't rent a van |||  and the van  ||| had a flat tire.,negation,0,0,van,rent
4231,David rented a van |||  and it  ||| had a flat tire.,negation,1,1,van,rent
4231,David didn't rent a van |||  and it  ||| had a flat tire.,negation,1,0,van,rent
4232,Michael rented a van |||  and the van  ||| could seat multiple people.,negation,0,1,van,rent
4232,Michael didn't rent a van |||  and the van  ||| could seat multiple people.,negation,0,0,van,rent
4233,Michael rented a van |||  and it  ||| could seat multiple people.,negation,1,1,van,rent
4233,Michael didn't rent a van |||  and it  ||| could seat multiple people.,negation,1,0,van,rent
4234,Sarah rented a van |||  and the van  ||| required a special cable.,negation,0,1,van,rent
4234,Sarah didn't rent a van |||  and the van  ||| required a special cable.,negation,0,0,van,rent
4235,Sarah rented a van |||  and it  ||| required a special cable.,negation,1,1,van,rent
4235,Sarah didn't rent a van |||  and it  ||| required a special cable.,negation,1,0,van,rent
4236,Nancy rented a van |||  and the van  ||| emitted lots of greenhouse gases.,negation,0,1,van,rent
4236,Nancy didn't rent a van |||  and the van  ||| emitted lots of greenhouse gases.,negation,0,0,van,rent
4237,Nancy rented a van |||  and it  ||| emitted lots of greenhouse gases.,negation,1,1,van,rent
4237,Nancy didn't rent a van |||  and it  ||| emitted lots of greenhouse gases.,negation,1,0,van,rent
4238,Bob rented a van |||  and the van  ||| made squeaky noises.,negation,0,1,van,rent
4238,Bob didn't rent a van |||  and the van  ||| made squeaky noises.,negation,0,0,van,rent
4239,Bob rented a van |||  and it  ||| made squeaky noises.,negation,1,1,van,rent
4239,Bob didn't rent a van |||  and it  ||| made squeaky noises.,negation,1,0,van,rent
4240,Susan fixed a van |||  and the van  ||| was blue.,negation,0,1,van,fix
4240,Susan didn't fix a van |||  and the van  ||| was blue.,negation,0,0,van,fix
4241,Susan fixed a van |||  and it  ||| was blue.,negation,1,1,van,fix
4241,Susan didn't fix a van |||  and it  ||| was blue.,negation,1,0,van,fix
4242,Nancy fixed a van |||  and the van  ||| was fast.,negation,0,1,van,fix
4242,Nancy didn't fix a van |||  and the van  ||| was fast.,negation,0,0,van,fix
4243,Nancy fixed a van |||  and it  ||| was fast.,negation,1,1,van,fix
4243,Nancy didn't fix a van |||  and it  ||| was fast.,negation,1,0,van,fix
4244,Barbara fixed a van |||  and the van  ||| was slow.,negation,0,1,van,fix
4244,Barbara didn't fix a van |||  and the van  ||| was slow.,negation,0,0,van,fix
4245,Barbara fixed a van |||  and it  ||| was slow.,negation,1,1,van,fix
4245,Barbara didn't fix a van |||  and it  ||| was slow.,negation,1,0,van,fix
4246,Sarah fixed a van |||  and the van  ||| was eco-friendly.,negation,0,1,van,fix
4246,Sarah didn't fix a van |||  and the van  ||| was eco-friendly.,negation,0,0,van,fix
4247,Sarah fixed a van |||  and it  ||| was eco-friendly.,negation,1,1,van,fix
4247,Sarah didn't fix a van |||  and it  ||| was eco-friendly.,negation,1,0,van,fix
4248,John fixed a van |||  and the van  ||| was expensive.,negation,0,1,van,fix
4248,John didn't fix a van |||  and the van  ||| was expensive.,negation,0,0,van,fix
4249,John fixed a van |||  and it  ||| was expensive.,negation,1,1,van,fix
4249,John didn't fix a van |||  and it  ||| was expensive.,negation,1,0,van,fix
4250,Jennifer fixed a van |||  and the van  ||| had a flat tire.,negation,0,1,van,fix
4250,Jennifer didn't fix a van |||  and the van  ||| had a flat tire.,negation,0,0,van,fix
4251,Jennifer fixed a van |||  and it  ||| had a flat tire.,negation,1,1,van,fix
4251,Jennifer didn't fix a van |||  and it  ||| had a flat tire.,negation,1,0,van,fix
4252,Karen fixed a van |||  and the van  ||| could seat multiple people.,negation,0,1,van,fix
4252,Karen didn't fix a van |||  and the van  ||| could seat multiple people.,negation,0,0,van,fix
4253,Karen fixed a van |||  and it  ||| could seat multiple people.,negation,1,1,van,fix
4253,Karen didn't fix a van |||  and it  ||| could seat multiple people.,negation,1,0,van,fix
4254,Chris fixed a van |||  and the van  ||| required a special cable.,negation,0,1,van,fix
4254,Chris didn't fix a van |||  and the van  ||| required a special cable.,negation,0,0,van,fix
4255,Chris fixed a van |||  and it  ||| required a special cable.,negation,1,1,van,fix
4255,Chris didn't fix a van |||  and it  ||| required a special cable.,negation,1,0,van,fix
4256,James fixed a van |||  and the van  ||| emitted lots of greenhouse gases.,negation,0,1,van,fix
4256,James didn't fix a van |||  and the van  ||| emitted lots of greenhouse gases.,negation,0,0,van,fix
4257,James fixed a van |||  and it  ||| emitted lots of greenhouse gases.,negation,1,1,van,fix
4257,James didn't fix a van |||  and it  ||| emitted lots of greenhouse gases.,negation,1,0,van,fix
4258,Thomas fixed a van |||  and the van  ||| made squeaky noises.,negation,0,1,van,fix
4258,Thomas didn't fix a van |||  and the van  ||| made squeaky noises.,negation,0,0,van,fix
4259,Thomas fixed a van |||  and it  ||| made squeaky noises.,negation,1,1,van,fix
4259,Thomas didn't fix a van |||  and it  ||| made squeaky noises.,negation,1,0,van,fix
4260,Sarah leased a van |||  and the van  ||| was blue.,negation,0,1,van,lease
4260,Sarah didn't lease a van |||  and the van  ||| was blue.,negation,0,0,van,lease
4261,Sarah leased a van |||  and it  ||| was blue.,negation,1,1,van,lease
4261,Sarah didn't lease a van |||  and it  ||| was blue.,negation,1,0,van,lease
4262,Richard leased a van |||  and the van  ||| was fast.,negation,0,1,van,lease
4262,Richard didn't lease a van |||  and the van  ||| was fast.,negation,0,0,van,lease
4263,Richard leased a van |||  and it  ||| was fast.,negation,1,1,van,lease
4263,Richard didn't lease a van |||  and it  ||| was fast.,negation,1,0,van,lease
4264,Bill leased a van |||  and the van  ||| was slow.,negation,0,1,van,lease
4264,Bill didn't lease a van |||  and the van  ||| was slow.,negation,0,0,van,lease
4265,Bill leased a van |||  and it  ||| was slow.,negation,1,1,van,lease
4265,Bill didn't lease a van |||  and it  ||| was slow.,negation,1,0,van,lease
4266,Linda leased a van |||  and the van  ||| was eco-friendly.,negation,0,1,van,lease
4266,Linda didn't lease a van |||  and the van  ||| was eco-friendly.,negation,0,0,van,lease
4267,Linda leased a van |||  and it  ||| was eco-friendly.,negation,1,1,van,lease
4267,Linda didn't lease a van |||  and it  ||| was eco-friendly.,negation,1,0,van,lease
4268,Susan leased a van |||  and the van  ||| was expensive.,negation,0,1,van,lease
4268,Susan didn't lease a van |||  and the van  ||| was expensive.,negation,0,0,van,lease
4269,Susan leased a van |||  and it  ||| was expensive.,negation,1,1,van,lease
4269,Susan didn't lease a van |||  and it  ||| was expensive.,negation,1,0,van,lease
4270,Mary leased a van |||  and the van  ||| had a flat tire.,negation,0,1,van,lease
4270,Mary didn't lease a van |||  and the van  ||| had a flat tire.,negation,0,0,van,lease
4271,Mary leased a van |||  and it  ||| had a flat tire.,negation,1,1,van,lease
4271,Mary didn't lease a van |||  and it  ||| had a flat tire.,negation,1,0,van,lease
4272,Linda leased a van |||  and the van  ||| could seat multiple people.,negation,0,1,van,lease
4272,Linda didn't lease a van |||  and the van  ||| could seat multiple people.,negation,0,0,van,lease
4273,Linda leased a van |||  and it  ||| could seat multiple people.,negation,1,1,van,lease
4273,Linda didn't lease a van |||  and it  ||| could seat multiple people.,negation,1,0,van,lease
4274,Barbara leased a van |||  and the van  ||| required a special cable.,negation,0,1,van,lease
4274,Barbara didn't lease a van |||  and the van  ||| required a special cable.,negation,0,0,van,lease
4275,Barbara leased a van |||  and it  ||| required a special cable.,negation,1,1,van,lease
4275,Barbara didn't lease a van |||  and it  ||| required a special cable.,negation,1,0,van,lease
4276,Michael leased a van |||  and the van  ||| emitted lots of greenhouse gases.,negation,0,1,van,lease
4276,Michael didn't lease a van |||  and the van  ||| emitted lots of greenhouse gases.,negation,0,0,van,lease
4277,Michael leased a van |||  and it  ||| emitted lots of greenhouse gases.,negation,1,1,van,lease
4277,Michael didn't lease a van |||  and it  ||| emitted lots of greenhouse gases.,negation,1,0,van,lease
4278,Susan leased a van |||  and the van  ||| made squeaky noises.,negation,0,1,van,lease
