id,type,sample,order,model,prompt,generation,Noun 1,Noun 2,Noun 1 COREF,Noun 1 NEW,Noun 1 MODAL,Noun 2 COREF,Noun 2 NEW,Noun 2 MODAL,Ambiguous COREF,Neither mentioned,
6_rat_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,Carla got a bird but she wanted to get a pet rat. The,"Carla got a bird but she wanted to get a pet rat. The rat is being cared for by an animal rights group, while the bird lives out its days in the bird house.",rat,bird,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
6_rat_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,Carla wanted to get a pet rat but she got a bird. The,Carla wanted to get a pet rat but she got a bird. The bird was taken to a different vet which was willing to take the bird but not the parrot.,rat,bird,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
6_rat_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,Carla wanted to get a bird but she got a pet rat. The,Carla wanted to get a bird but she got a pet rat. The rats were the worst.,rat,bird,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
6_rat_managed_failed_ref,managed_failed,1,1,gpt2-xl,Carla managed to get a pet rat but failed to get a bird. The,Carla managed to get a pet rat but failed to get a bird. The pet rat was put in a kennel so that it could die of starvation while she kept the bird.,rat,bird,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
6_rat_managed_failed_ref,managed_failed,1,2,gpt2-xl,Carla managed to get a bird but failed to get a pet rat. The,Carla managed to get a bird but failed to get a pet rat. The birds stayed at her home until they fled the same night.,rat,bird,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
6_rat_failed_managed_ref,failed_managed,1,1,gpt2-xl,Carla failed to get a pet rat but managed to get a bird. The,Carla failed to get a pet rat but managed to get a bird. The second daughter was sent to a girl's school on the other side of the island and became good friends with another girl on the island who used to be a classmate of her sister.,rat,bird,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
6_rat_failed_managed_ref,failed_managed,1,2,gpt2-xl,Carla failed to get a bird but managed to get a pet rat. The,"Carla failed to get a bird but managed to get a pet rat. The next time she saw her pet, she was given a second fish.",rat,bird,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
7_beer_affirmative_negation_ref,affirmative_negation,1,1,gpt2-xl,Sam ordered a beer at the bar but he didn't order a cocktail. The,"Sam ordered a beer at the bar but he didn't order a cocktail. The staff informed him that his bill was $14 so he told them, ""that's only a little over $2 per drink.",beer,cocktail,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
7_beer_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,Sam ordered a cocktail at the bar but he didn't order a beer. The,"Sam ordered a cocktail at the bar but he didn't order a beer. The bartender looked at him and said ""You can have the vodka drink.",beer,cocktail,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
7_beer_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,Sam didn't order a beer at the bar but he ordered a cocktail. The,Sam didn't order a beer at the bar but he ordered a cocktail. The bartender wasn't too far off the mark.,beer,cocktail,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
7_beer_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,Sam didn't order a cocktail at the bar but he ordered a beer. The,"Sam didn't order a cocktail at the bar but he ordered a beer. The bartender, a tall, lanky man named Eric, told him that he couldn't have the beer because beer sales have been prohibited since November 20.",beer,cocktail,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
7_beer_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that Sam ordered a beer at the bar but I doubt that he ordered a cocktail. The,"I know that Sam ordered a beer at the bar but I doubt that he ordered a cocktail. The bar was busy, and it appeared that this was not the first time the two had had a drink at the same place, but at no time did you see him walk on to the dance floor, grab a drink and just be there waiting for someone while other people in the room were talking to women.",beer,cocktail,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
7_beer_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that Sam ordered a cocktail at the bar but I doubt that he ordered a beer. The,I know that Sam ordered a cocktail at the bar but I doubt that he ordered a beer. The bartender was very friendly and gave me a bunch of info to look up.,beer,cocktail,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
7_beer_doubt_know_ref,doubt_know,1,1,gpt2-xl,I doubt that Sam ordered a beer at the bar but I know that he ordered a cocktail. The,I doubt that Sam ordered a beer at the bar but I know that he ordered a cocktail. The bartender may have thought he was getting two drinks but if Sam's story is to be believed then it was one drink and he paid for the other with cash.,beer,cocktail,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
7_beer_doubt_know_ref,doubt_know,1,2,gpt2-xl,I doubt that Sam ordered a cocktail at the bar but I know that he ordered a beer. The,"I doubt that Sam ordered a cocktail at the bar but I know that he ordered a beer. The ""joke"" about going to his house and getting a beer is ridiculous.",beer,cocktail,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
7_beer_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,Sam ordered a beer at the bar but he wanted to order a cocktail. The,Sam ordered a beer at the bar but he wanted to order a cocktail. The bartender was cool with that but she told him that he needed to get his money together.,beer,cocktail,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
7_beer_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,Sam ordered a cocktail at the bar but he wanted to order a beer. The,Sam ordered a cocktail at the bar but he wanted to order a beer. The bartender explained that the bar was closed and the place was reserved for college kids and other college students.,beer,cocktail,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
7_beer_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,Sam wanted to order a beer at the bar but he ordered a cocktail. The,"Sam wanted to order a beer at the bar but he ordered a cocktail. The guy asked him, how's your heart, how's that feeling man? Sam said he was feeling good… but then the guy said, I got a really sick customer that I know, I want you to go up to my place.",beer,cocktail,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
7_beer_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,Sam wanted to order a cocktail at the bar but he ordered a beer. The,Sam wanted to order a cocktail at the bar but he ordered a beer. The bartender then poured him a drink without telling him! The bartender then told him he could only drink beer and not a cocktail.,beer,cocktail,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
7_beer_managed_failed_ref,managed_failed,1,1,gpt2-xl,Sam managed to order a beer at the bar but failed to order a cocktail. The,"Sam managed to order a beer at the bar but failed to order a cocktail. The bartender, who'd been serving the bar's most popular menu item all day, recommended a margarita over other beer options and took a shot of rum before tossing it in a glass—one of the rare times the bartender's actions have ever been recorded on video.",beer,cocktail,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
7_beer_managed_failed_ref,managed_failed,1,2,gpt2-xl,Sam managed to order a cocktail at the bar but failed to order a beer. The,Sam managed to order a cocktail at the bar but failed to order a beer. The bartender asked for a beer on the rocks.,beer,cocktail,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
7_beer_failed_managed_ref,failed_managed,1,1,gpt2-xl,Sam failed to order a beer at the bar but managed to order a cocktail. The,Sam failed to order a beer at the bar but managed to order a cocktail. The bartender was very kind and recommended a drink that would make him happy.,beer,cocktail,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
7_beer_failed_managed_ref,failed_managed,1,2,gpt2-xl,Sam failed to order a cocktail at the bar but managed to order a beer. The,Sam failed to order a cocktail at the bar but managed to order a beer. The bartender did not know what that meant.,beer,cocktail,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
8_cake_affirmative_negation_ref,affirmative_negation,1,1,gpt2-xl,Michael baked a cake but he didn't bake a pie. The,"Michael baked a cake but he didn't bake a pie. The last time I made that mistake, I ended up with a really bad pie, not one you could eat.",cake,pie,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
8_cake_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,Michael baked a pie but he didn't bake a cake. The,"Michael baked a pie but he didn't bake a cake. The pie won, the cake didn't, so everyone ate.",cake,pie,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
8_cake_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,Michael didn't bake a cake but he baked a pie. The,Michael didn't bake a cake but he baked a pie. The pie is the reason I'm in jail.,cake,pie,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
8_cake_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,Michael didn't bake a pie but he baked a cake. The,Michael didn't bake a pie but he baked a cake. The cake was a beautiful one.,cake,pie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
8_cake_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that Michael baked a cake but I doubt that he baked a pie. The,"I know that Michael baked a cake but I doubt that he baked a pie. The first one was the famous chocolate sponge with peanut butter and jelly, the second is a chocolate cake with peanut butter and bananas.",cake,pie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
8_cake_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that Michael baked a pie but I doubt that he baked a cake. The,I know that Michael baked a pie but I doubt that he baked a cake. The question is whether the fact that he had been there for a few weeks was a significant factor.,cake,pie,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
8_cake_doubt_know_ref,doubt_know,1,1,gpt2-xl,I doubt that Michael baked a cake but I know that he baked a pie. The,"I doubt that Michael baked a cake but I know that he baked a pie. The pie's the real deal, and Michael is a pastry chef.",cake,pie,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
8_cake_doubt_know_ref,doubt_know,1,2,gpt2-xl,I doubt that Michael baked a pie but I know that he baked a cake. The,"I doubt that Michael baked a pie but I know that he baked a cake. The best cakes are those that are simple, but they serve the purpose well.",cake,pie,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
8_cake_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,Michael baked a cake but he wanted to bake a pie. The,"Michael baked a cake but he wanted to bake a pie. The reason is that he said, 'I want to bake a pie.",cake,pie,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
8_cake_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,Michael baked a pie but he wanted to bake a cake. The,"Michael baked a pie but he wanted to bake a cake. The recipe was the same, the same ingredients.",cake,pie,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
8_cake_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,Michael wanted to bake a cake but he baked a pie. The,"Michael wanted to bake a cake but he baked a pie. The pie looked the same, but it tasted different, he said.",cake,pie,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
8_cake_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,Michael wanted to bake a pie but he baked a cake. The,"Michael wanted to bake a pie but he baked a cake. The reason? A woman said to him, ""My husband will kill me if I don't have a cake this year.",cake,pie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
8_cake_managed_failed_ref,managed_failed,1,1,gpt2-xl,Michael managed to bake a cake but failed to bake a pie. The,"Michael managed to bake a cake but failed to bake a pie. The first thing my friend and I joked about was, ""How big of a pie is that?"" Turns out, it's a large.",cake,pie,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
8_cake_managed_failed_ref,managed_failed,1,2,gpt2-xl,Michael managed to bake a pie but failed to bake a cake. The,Michael managed to bake a pie but failed to bake a cake. The cake was ruined but a pie was made.,cake,pie,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
8_cake_failed_managed_ref,failed_managed,1,1,gpt2-xl,Michael failed to bake a cake but managed to bake a pie. The,Michael failed to bake a cake but managed to bake a pie. The pie was delicious and the icing was just the right amount of sweet.,cake,pie,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
8_cake_failed_managed_ref,failed_managed,1,2,gpt2-xl,Michael failed to bake a pie but managed to bake a cake. The,Michael failed to bake a pie but managed to bake a cake. The rest of the family were delighted.,cake,pie,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
9_letter_affirmative_negation_ref,affirmative_negation,1,1,gpt2-xl,Carolyn wrote a letter to her parents but she didn't write them a card. The,"Carolyn wrote a letter to her parents but she didn't write them a card. The note said, ""Sorry I'm so very, very sorry, Mom and Dad but I haven't left the house that night or the next morning as I wanted.",letter,card,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
9_letter_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,Carolyn wrote a card to her parents but she didn't write them a letter. The,"Carolyn wrote a card to her parents but she didn't write them a letter. The card read, ""Dear Mother, Dad, and Family, I am so excited to go to school.",letter,card,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
9_letter_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,Carolyn didn't write a letter to her parents but she wrote them a card. The,Carolyn didn't write a letter to her parents but she wrote them a card. The letter is attached here with her permission.,letter,card,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
9_letter_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,Carolyn didn't write a card to her parents but she wrote them a letter. The,"Carolyn didn't write a card to her parents but she wrote them a letter. The very last words of that letter are the first four words on the back, and I never look at it again.",letter,card,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
9_letter_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that Carolyn wrote a letter to her parents but I doubt that she wrote them a card. The,I know that Carolyn wrote a letter to her parents but I doubt that she wrote them a card. The letter was written on a small notepad and she had been writing it without turning it in.,letter,card,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
9_letter_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that Carolyn wrote a card to her parents but I doubt that she wrote them a letter. The,I know that Carolyn wrote a card to her parents but I doubt that she wrote them a letter. The letter from my father said a lot.,letter,card,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
9_letter_doubt_know_ref,doubt_know,1,1,gpt2-xl,I doubt that Carolyn wrote a letter to her parents but I know that she wrote them a card. The,I doubt that Carolyn wrote a letter to her parents but I know that she wrote them a card. The date was on the back.,letter,card,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
9_letter_doubt_know_ref,doubt_know,1,2,gpt2-xl,I doubt that Carolyn wrote a card to her parents but I know that she wrote them a letter. The,I doubt that Carolyn wrote a card to her parents but I know that she wrote them a letter. The letter was dated 6/29/06.,letter,card,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
9_letter_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,Carolyn wrote a letter to her parents but she wanted to write them a card. The,Carolyn wrote a letter to her parents but she wanted to write them a card. The phone rang and it was her dad calling her.,letter,card,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
9_letter_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,Carolyn wrote a card to her parents but she wanted to write them a letter. The,"Carolyn wrote a card to her parents but she wanted to write them a letter. The girls were both going back to school soon, so she took that opportunity to have a look at her dad's collection and get it out of his apartment and to her mom's.",letter,card,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
9_letter_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,Carolyn wanted to write a letter to her parents but she wrote them a card. The,Carolyn wanted to write a letter to her parents but she wrote them a card. The letter was for the next day.,letter,card,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
9_letter_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,Carolyn wanted to write a card to her parents but she wrote them a letter. The,Carolyn wanted to write a card to her parents but she wrote them a letter. The letter was read to her by the bus conductor.,letter,card,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
9_letter_managed_failed_ref,managed_failed,1,1,gpt2-xl,Carolyn managed to write a letter to her parents but failed to write them a card. The,"Carolyn managed to write a letter to her parents but failed to write them a card. The second time she didn't have a home to live in, but was too weak to go home on her own.",letter,card,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
9_letter_managed_failed_ref,managed_failed,1,2,gpt2-xl,Carolyn managed to write a card to her parents but failed to write them a letter. The,Carolyn managed to write a card to her parents but failed to write them a letter. The letter she did write said they weren't allowed to see her anymore.,letter,card,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
9_letter_failed_managed_ref,failed_managed,1,1,gpt2-xl,Carolyn failed to write a letter to her parents but managed to write them a card. The,Carolyn failed to write a letter to her parents but managed to write them a card. The letter was full of her love and love for both of her parents.,letter,card,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
9_letter_failed_managed_ref,failed_managed,1,2,gpt2-xl,Carolyn failed to write a card to her parents but managed to write them a letter. The,"Carolyn failed to write a card to her parents but managed to write them a letter. The letter was a letter of condolence, addressed to her mother, who had a stroke and was going into a hospital for observation.",letter,card,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
10_hat_affirmative_negation_ref,affirmative_negation,1,1,gpt2-xl,Chris knitted a hat but he didn't knit a bag. The,"Chris knitted a hat but he didn't knit a bag. The hat was a gift from one of his favorite children, Benji, and the hat was wrapped in a red paper with a design of a skull.",hat,bag,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
10_hat_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,Chris knitted a bag but he didn't knit a hat. The,Chris knitted a bag but he didn't knit a hat. The other day he had been so tired he almost fell asleep in the kitchen.,hat,bag,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
10_hat_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,Chris didn't knit a hat but he knitted a bag. The,"Chris didn't knit a hat but he knitted a bag. The bag is big enough to hold a couple of hats when my boys are out skiing, or for a little extra warmth while we are at the store.",hat,bag,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
10_hat_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,Chris didn't knit a bag but he knitted a hat. The,"Chris didn't knit a bag but he knitted a hat. The hat got caught underneath the sofa and went up in my nose, and I thought I was gonna die.",hat,bag,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
10_hat_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that Chris knitted a hat but I doubt that he knitted a bag. The,I know that Chris knitted a hat but I doubt that he knitted a bag. The point about a hat is that a hat knits a hat whereas a bag knits a bag.,hat,bag,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
10_hat_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that Chris knitted a bag but I doubt that he knitted a hat. The,"I know that Chris knitted a bag but I doubt that he knitted a hat. The only thing I know about him that he was a musician was that he was very into music when he was in his twenties, which would have begun to fade in the mid twenties, if I am mistaken, and didn't continue into his forties.",hat,bag,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
10_hat_doubt_know_ref,doubt_know,1,1,gpt2-xl,I doubt that Chris knitted a hat but I know that he knitted a bag. The,I doubt that Chris knitted a hat but I know that he knitted a bag. The hat is a very good example of the type of design that is possible if the knitter doesn't have a firm grasp on the basic stitch structure.,hat,bag,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
10_hat_doubt_know_ref,doubt_know,1,2,gpt2-xl,I doubt that Chris knitted a bag but I know that he knitted a hat. The,I doubt that Chris knitted a bag but I know that he knitted a hat. The hat that he had in his knapsack and the hat that he always wore.,hat,bag,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,x
10_hat_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,Chris knitted a hat but he wanted to knit a bag. The,Chris knitted a hat but he wanted to knit a bag. The idea was for someone to throw it into the air and pick it up and knit it.,hat,bag,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
10_hat_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,Chris knitted a bag but he wanted to knit a hat. The,Chris knitted a bag but he wanted to knit a hat. The second bag was knitted later – in the spring – because it is a little more complicated.,hat,bag,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
10_hat_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,Chris wanted to knit a hat but he knitted a bag. The,Chris wanted to knit a hat but he knitted a bag. The bag.,hat,bag,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
10_hat_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,Chris wanted to knit a bag but he knitted a hat. The,"Chris wanted to knit a bag but he knitted a hat. The hat is called a ""hug box"" because it wraps around your head, but the rest of the box is full of knitted things! For those of you who have never knitted before, the hat and the rest of the hat are knitted flat and seamed together.",hat,bag,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
10_hat_managed_failed_ref,managed_failed,1,1,gpt2-xl,Chris managed to knit a hat but failed to knit a bag. The,Chris managed to knit a hat but failed to knit a bag. The bag had a handle on the back to attach it to a handle bar to pull it on and off.,hat,bag,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
10_hat_managed_failed_ref,managed_failed,1,2,gpt2-xl,Chris managed to knit a bag but failed to knit a hat. The,Chris managed to knit a bag but failed to knit a hat. The second test was the most difficult.,hat,bag,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
10_hat_failed_managed_ref,failed_managed,1,1,gpt2-xl,Chris failed to knit a hat but managed to knit a bag. The,"Chris failed to knit a hat but managed to knit a bag. The hat, which was covered by a towel is now on his shoulder as part of his medical needs.",hat,bag,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
10_hat_failed_managed_ref,failed_managed,1,2,gpt2-xl,Chris failed to knit a bag but managed to knit a hat. The,Chris failed to knit a bag but managed to knit a hat. The rest of the time with him was spent on getting comfortable while looking at the mountains and mountains of the valley.,hat,bag,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
11_cod_affirmative_negation_ref,affirmative_negation,1,1,gpt2-xl,Sarah caught a cod but she didn't catch a bass. The,Sarah caught a cod but she didn't catch a bass. The fisherman said she thought about it and then he told her a few things in case she needed them.,cod,bass,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
11_cod_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,Sarah caught a bass but she didn't catch a cod. The,Sarah caught a bass but she didn't catch a cod. The rest of the fish stayed in the same spot.,cod,bass,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
11_cod_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,Sarah didn't catch a cod but she caught a bass. The,Sarah didn't catch a cod but she caught a bass. The only time she had been fishing since her father passed away a few years back.,cod,bass,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
11_cod_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,Sarah didn't catch a bass but she caught a cod. The,Sarah didn't catch a bass but she caught a cod. The cod she caught was about 10-years-old (that's a long time in the fish community).,cod,bass,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
11_cod_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that Sarah caught a cod but I doubt that she caught a bass. The,I know that Sarah caught a cod but I doubt that she caught a bass. The cod will likely get away.,cod,bass,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
11_cod_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that Sarah caught a bass but I doubt that she caught a cod. The,"I know that Sarah caught a bass but I doubt that she caught a cod. The cod are rare and there is little chance of her catching one, but one thing that many cod hatcheries do not mention with respect to salmon is that the majority of a salmon's spawning season are spent near the ice edge.",cod,bass,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
11_cod_doubt_know_ref,doubt_know,1,1,gpt2-xl,I doubt that Sarah caught a cod but I know that she caught a bass. The,"I doubt that Sarah caught a cod but I know that she caught a bass. The bass was alive – still breathing, and she kept the fish in the cooler all afternoon – until at last it died!

Sarah then went back and hauled over a couple of others so she could see exactly how their guts and legs and gills all worked.",cod,bass,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
11_cod_doubt_know_ref,doubt_know,1,2,gpt2-xl,I doubt that Sarah caught a bass but I know that she caught a cod. The,I doubt that Sarah caught a bass but I know that she caught a cod. The whole fish story is a big one.,cod,bass,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
11_cod_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,Sarah caught a cod but she wanted to catch a bass. The,"Sarah caught a cod but she wanted to catch a bass. The water was crystal clear, and I caught my second and third fish in as many attempts.",cod,bass,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
11_cod_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,Sarah caught a bass but she wanted to catch a cod. The,Sarah caught a bass but she wanted to catch a cod. The fish never came right but the cod's a good catch.,cod,bass,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
11_cod_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,Sarah wanted to catch a cod but she caught a bass. The,"Sarah wanted to catch a cod but she caught a bass. The bass, with its fins wrapped together, was only slightly larger than a pencil.",cod,bass,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
11_cod_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,Sarah wanted to catch a bass but she caught a cod. The,"Sarah wanted to catch a bass but she caught a cod. The cod was named Sallie, and she was more than happy with the catch.",cod,bass,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
11_cod_managed_failed_ref,managed_failed,1,1,gpt2-xl,Sarah managed to catch a cod but failed to catch a bass. The,Sarah managed to catch a cod but failed to catch a bass. The cod had eaten away at the fish scales around the tail while the bass was having to wrestle for air.,cod,bass,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
11_cod_managed_failed_ref,managed_failed,1,2,gpt2-xl,Sarah managed to catch a bass but failed to catch a cod. The,Sarah managed to catch a bass but failed to catch a cod. The night was spent playing games.,cod,bass,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
11_cod_failed_managed_ref,failed_managed,1,1,gpt2-xl,Sarah failed to catch a cod but managed to catch a bass. The,Sarah failed to catch a cod but managed to catch a bass. The parents were out fishing and caught a tuna on a hook.,cod,bass,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
11_cod_failed_managed_ref,failed_managed,1,2,gpt2-xl,Sarah failed to catch a bass but managed to catch a cod. The,"Sarah failed to catch a bass but managed to catch a cod. The family was given 10,000 pesos, or $120, to take the family fishing.",cod,bass,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
