workerid,proliferate.condition,alternative,correct,order,path,rt,trial_id,trial_no,word,word_idx,catch_trials,condition,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,subject_information.other_language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
468,list1,died,1,0,0,571,filler_04,20,deal,9,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,keep,0,0,0,922,filler_04,20,of,10,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,midfielder,1,0,0,1510,filler_04,20,excitement,11,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,safe,1,0,0,719,filler_04,20,in,12,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,bag,1,0,0,749,filler_04,20,the,13,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,suck.,1,0,0,577,filler_04,20,lab.,14,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,x-x-x,1,0,0,812,1_dog_affirmative,21,John,0,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,ours,1,0,0,741,1_dog_affirmative,21,owns,1,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,ago,1,1,0,1075,1_dog_affirmative,21,a,2,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,nor,1,1,0,726,1_dog_affirmative,21,dog,3,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,guys,1,0,0,614,1_dog_affirmative,21,and,4,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,yes,1,0,0,493,1_dog_affirmative,21,it,5,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,anti,1,0,0,841,1_dog_affirmative,21,follows,6,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,impact,1,0,0,608,1_dog_affirmative,21,him,7,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,billion,1,0,0,591,1_dog_affirmative,21,everywhere,8,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,senate,1,0,0,456,1_dog_affirmative,21,he,9,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,minute.,1,1,0,663,1_dog_affirmative,21,goes.,10,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,x-x-x,1,1,0,551,filler_09,22,The,0,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,evaded,0,1,0,1488,filler_09,22,quilts,1,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,anti,1,1,0,1089,filler_09,22,were,2,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,luck,1,0,0,1512,filler_09,22,sold,3,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,die,1,0,0,622,filler_09,22,by,4,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,why,1,0,0,469,filler_09,22,the,5,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,goes,1,1,0,1577,filler_09,22,side,6,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,sir,1,1,0,747,filler_09,22,of,7,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,yes,1,1,0,591,filler_09,22,the,8,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,lose,1,0,0,408,filler_09,22,road,9,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,hear,1,0,0,660,filler_09,22,for,10,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,yeah,1,0,0,843,filler_09,22,ten,11,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,require.,1,0,0,495,filler_09,22,dollars.,12,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,x-x-x,1,0,0,570,filler_03,23,The,0,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,investing,1,0,0,1975,filler_03,23,prisoners,1,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,jack,1,0,0,442,filler_03,23,were,2,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,exists,1,0,0,699,filler_03,23,unable,3,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,gift,1,1,0,531,filler_03,23,to,4,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,miles,1,1,0,975,filler_03,23,cross,5,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,dad,1,1,0,605,filler_03,23,the,6,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,learn,1,0,0,496,filler_03,23,field,7,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,amazing,1,0,0,911,filler_03,23,without,8,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,sweet,1,1,0,810,filler_03,23,being,9,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,soul.,1,0,0,856,filler_03,23,seen.,10,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,x-x-x,1,1,0,608,filler_01,24,The,0,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,unto,1,1,0,1101,filler_01,24,shoe,1,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,doubtful,1,0,0,995,filler_01,24,salesman,2,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,poetry,1,0,0,672,filler_01,24,looked,3,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,metabolites,1,1,0,1092,filler_01,24,impatiently,4,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,jack,1,1,0,724,filler_01,24,out,5,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,sir,1,1,0,869,filler_01,24,the,6,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,indeed,1,0,0,391,filler_01,24,window,7,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,apply,1,1,0,911,filler_01,24,while,8,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,century,1,1,0,789,filler_01,24,waiting,9,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,gift,0,1,0,933,filler_01,24,for,10,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,democrats.,1,1,0,749,filler_01,24,customers.,11,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,x-x-x,1,0,0,547,6_rat_failed,25,Carla,0,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,excuse,1,0,0,1013,6_rat_failed,25,failed,1,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,nice,1,1,0,472,6_rat_failed,25,to,2,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,app,1,1,0,689,6_rat_failed,25,get,3,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,yeah,1,1,0,742,6_rat_failed,25,a,4,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,rays,1,1,0,1056,6_rat_failed,25,pet,5,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,awe.,1,1,0,954,6_rat_failed,25,rat.,6,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,vote,1,0,0,980,6_rat_failed,25,It,7,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,worse,1,1,0,1112,6_rat_failed,25,is,8,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,hill,1,0,0,790,6_rat_failed,25,very,9,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,carol,1,0,0,870,6_rat_failed,25,noisy,10,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,thank,1,1,0,825,6_rat_failed,25,at,11,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,asked.,1,1,0,1137,6_rat_failed,25,night.,12,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,x-x-x,1,0,0,592,15_bone_negated,26,David,0,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,nobody,1,1,0,677,15_bone_negated,26,didn't,1,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,contents,1,1,0,867,15_bone_negated,26,discover,2,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,hour,1,1,0,731,15_bone_negated,26,a,3,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,onto,1,0,0,1391,15_bone_negated,26,bone,4,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,yes,1,1,0,844,15_bone_negated,26,on,5,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,glad,1,0,0,736,15_bone_negated,26,this,6,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,consecutively,1,1,0,1134,15_bone_negated,26,archeological,7,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,facilitate,1,0,0,950,15_bone_negated,26,expedition,8,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,dad,1,0,0,630,15_bone_negated,26,and,9,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,jack,1,1,0,558,15_bone_negated,26,it,10,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,woman,1,1,0,798,15_bone_negated,26,likely,11,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,stranger,1,1,0,747,15_bone_negated,26,belonged,12,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,sir,1,0,0,792,15_bone_negated,26,to,13,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,click,1,0,0,1023,15_bone_negated,26,an,14,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,debates,1,1,0,711,15_bone_negated,26,extinct,15,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,lunch,1,0,0,874,15_bone_negated,26,bird,16,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,bicycle.,1,0,0,1214,15_bone_negated,26,species.,17,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,x-x-x,1,1,1,600,14_gin_know,27,I,0,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,lady,1,1,1,620,14_gin_know,27,know,1,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,cent,1,0,1,461,14_gin_know,27,that,2,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,blew,1,1,1,787,14_gin_know,27,Dan,3,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,truce,1,1,1,731,14_gin_know,27,drank,4,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,hear,1,0,1,873,14_gin_know,27,a,5,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,warn,1,1,1,1148,14_gin_know,27,gin,6,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,swore.,1,0,1,829,14_gin_know,27,tonic.,7,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,cool,1,0,1,1545,14_gin_know,27,He,8,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,bushes,1,1,1,729,14_gin_know,27,regretted,9,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,kid,1,1,1,501,14_gin_know,27,it,10,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,app,1,1,1,630,14_gin_know,27,in,11,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,okay,1,0,1,801,14_gin_know,27,the,12,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,anymore.,1,0,1,484,14_gin_know,27,morning.,13,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,x-x-x,1,1,1,575,7_beer_managed,28,Sam,0,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,amazing,1,1,1,833,7_beer_managed,28,managed,1,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,sir,1,1,1,470,7_beer_managed,28,to,2,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,sorry,1,0,1,642,7_beer_managed,28,order,3,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,jack,1,0,1,1507,7_beer_managed,28,a,4,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,whom,1,1,1,1081,7_beer_managed,28,beer,5,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,oh,1,0,1,748,7_beer_managed,28,at,6,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,knew,1,0,1,521,7_beer_managed,28,the,7,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,nor.,1,1,1,627,7_beer_managed,28,bar.,8,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,eyes,1,1,1,1458,7_beer_managed,28,He,9,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,dad,1,0,1,747,7_beer_managed,28,had,10,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,kid,1,1,1,573,7_beer_managed,28,to,11,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,china,1,0,1,1138,7_beer_managed,28,stand,12,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,am,1,0,1,480,7_beer_managed,28,in,13,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,glad,1,0,1,729,7_beer_managed,28,line,14,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,soul,1,0,1,398,7_beer_managed,28,for,15,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,suck,1,0,1,549,7_beer_managed,28,ten,16,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,economy,1,1,1,697,7_beer_managed,28,minutes,17,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
468,list1,spirit.,1,0,1,792,7_beer_managed,28,though.,18,[],0,21,Yes,This experiment was a cool test of my cognitive ability to string sentences together in rapidity. ,2,1,$1,Male,english,none,"No, none.",Chrome,Mac,900,1440,8.50175,
478,list1,x-x-x,1,1,0,5675,practice_01,0,The,0,[],0,18,No,,1,1,yes,Female,english,,no,Chrome,Mac,900,1440,6.59055,
478,list1,configured,1,0,0,1447,practice_01,0,babysitter,1,[],0,18,No,,1,1,yes,Female,english,,no,Chrome,Mac,900,1440,6.59055,
478,list1,calm,1,0,0,1245,practice_01,0,gave,2,[],0,18,No,,1,1,yes,Female,english,,no,Chrome,Mac,900,1440,6.59055,
478,list1,else,1,1,0,1096,practice_01,0,the,3,[],0,18,No,,1,1,yes,Female,english,,no,Chrome,Mac,900,1440,6.59055,
478,list1,announces,1,0,0,821,practice_01,0,screaming,4,[],0,18,No,,1,1,yes,Female,english,,no,Chrome,Mac,900,1440,6.59055,
478,list1,intends,1,0,0,899,practice_01,0,toddler,5,[],0,18,No,,1,1,yes,Female,english,,no,Chrome,Mac,900,1440,6.59055,
478,list1,pre,1,0,0,861,practice_01,0,a,6,[],0,18,No,,1,1,yes,Female,english,,no,Chrome,Mac,900,1440,6.59055,
478,list1,democrats.,1,1,0,883,practice_01,0,chocolate.,7,[],0,18,No,,1,1,yes,Female,english,,no,Chrome,Mac,900,1440,6.59055,
478,list1,x-x-x,1,0,0,857,practice_02,1,The,0,[],0,18,No,,1,1,yes,Female,english,,no,Chrome,Mac,900,1440,6.59055,
478,list1,propelled,1,0,0,1087,practice_02,1,lifeguard,1,[],0,18,No,,1,1,yes,Female,english,,no,Chrome,Mac,900,1440,6.59055,
