pair_id,sentence,type,pronoun,preferred,noun,ll
452,Karen didn't kick a hippotamus and the hippotamus preferred fish over other food.,negation,0,0,hippotamus,40.48493
453,Karen kicked a hippotamus and it preferred fish over other food.,negation,1,1,hippotamus,38.592747
453,Karen didn't kick a hippotamus and it preferred fish over other food.,negation,1,0,hippotamus,37.211475
454,Karen kicked a hippotamus and the hippotamus's name was Fido.,negation,0,1,hippotamus,33.44512
454,Karen didn't kick a hippotamus and the hippotamus's name was Fido.,negation,0,0,hippotamus,31.819496
455,Karen kicked a hippotamus and its name was Fido.,negation,1,1,hippotamus,28.037985
455,Karen didn't kick a hippotamus and its name was Fido.,negation,1,0,hippotamus,26.540455
456,Nancy kicked a hippotamus and the hippotamus liked to swim in lakes.,negation,0,1,hippotamus,37.465576
456,Nancy didn't kick a hippotamus and the hippotamus liked to swim in lakes.,negation,0,0,hippotamus,35.432358
457,Nancy kicked a hippotamus and it liked to swim in lakes.,negation,1,1,hippotamus,33.245735
457,Nancy didn't kick a hippotamus and it liked to swim in lakes.,negation,1,0,hippotamus,31.122265
458,John kicked a hippotamus and the hippotamus loved cheese.,negation,0,1,hippotamus,26.832306
458,John didn't kick a hippotamus and the hippotamus loved cheese.,negation,0,0,hippotamus,26.637396
459,John kicked a hippotamus and it loved cheese.,negation,1,1,hippotamus,25.014956
459,John didn't kick a hippotamus and it loved cheese.,negation,1,0,hippotamus,25.072636
460,Chris brought a hippotamus and the hippotamus had a long tail.,negation,0,1,hippotamus,26.789997
460,Chris didn't bring a hippotamus and the hippotamus had a long tail.,negation,0,0,hippotamus,25.396612
461,Chris brought a hippotamus and it had a long tail.,negation,1,1,hippotamus,21.787193
461,Chris didn't bring a hippotamus and it had a long tail.,negation,1,0,hippotamus,20.563604
462,Mary brought a hippotamus and the hippotamus had a red collar.,negation,0,1,hippotamus,29.251541
462,Mary didn't bring a hippotamus and the hippotamus had a red collar.,negation,0,0,hippotamus,28.437313
463,Mary brought a hippotamus and it had a red collar.,negation,1,1,hippotamus,24.624588
463,Mary didn't bring a hippotamus and it had a red collar.,negation,1,0,hippotamus,23.00643
464,David brought a hippotamus and the hippotamus had a blind eye.,negation,0,1,hippotamus,28.641409
464,David didn't bring a hippotamus and the hippotamus had a blind eye.,negation,0,0,hippotamus,27.683945
465,David brought a hippotamus and it had a blind eye.,negation,1,1,hippotamus,24.98301
465,David didn't bring a hippotamus and it had a blind eye.,negation,1,0,hippotamus,24.092827
466,Barbara brought a hippotamus and the hippotamus had a shrill voice.,negation,0,1,hippotamus,29.103785
466,Barbara didn't bring a hippotamus and the hippotamus had a shrill voice.,negation,0,0,hippotamus,28.062344
467,Barbara brought a hippotamus and it had a shrill voice.,negation,1,1,hippotamus,25.741627
467,Barbara didn't bring a hippotamus and it had a shrill voice.,negation,1,0,hippotamus,23.954365
468,Bob brought a hippotamus and the hippotamus had a colorful back.,negation,0,1,hippotamus,32.41441
468,Bob didn't bring a hippotamus and the hippotamus had a colorful back.,negation,0,0,hippotamus,31.151154
469,Bob brought a hippotamus and it had a colorful back.,negation,1,1,hippotamus,27.674335
469,Bob didn't bring a hippotamus and it had a colorful back.,negation,1,0,hippotamus,26.12585
470,Mary brought a hippotamus and the hippotamus enjoyed frolicking in the forest.,negation,0,1,hippotamus,33.587757
470,Mary didn't bring a hippotamus and the hippotamus enjoyed frolicking in the forest.,negation,0,0,hippotamus,34.13984
471,Mary brought a hippotamus and it enjoyed frolicking in the forest.,negation,1,1,hippotamus,30.107304
471,Mary didn't bring a hippotamus and it enjoyed frolicking in the forest.,negation,1,0,hippotamus,30.828398
472,James brought a hippotamus and the hippotamus preferred fish over other food.,negation,0,1,hippotamus,38.51351
472,James didn't bring a hippotamus and the hippotamus preferred fish over other food.,negation,0,0,hippotamus,38.24607
473,James brought a hippotamus and it preferred fish over other food.,negation,1,1,hippotamus,35.882534
473,James didn't bring a hippotamus and it preferred fish over other food.,negation,1,0,hippotamus,35.439907
474,Susan brought a hippotamus and the hippotamus's name was Fido.,negation,0,1,hippotamus,31.106394
474,Susan didn't bring a hippotamus and the hippotamus's name was Fido.,negation,0,0,hippotamus,29.704689
475,Susan brought a hippotamus and its name was Fido.,negation,1,1,hippotamus,30.015732
475,Susan didn't bring a hippotamus and its name was Fido.,negation,1,0,hippotamus,26.385962
476,Michael brought a hippotamus and the hippotamus liked to swim in lakes.,negation,0,1,hippotamus,35.33388
476,Michael didn't bring a hippotamus and the hippotamus liked to swim in lakes.,negation,0,0,hippotamus,33.733765
477,Michael brought a hippotamus and it liked to swim in lakes.,negation,1,1,hippotamus,32.440247
477,Michael didn't bring a hippotamus and it liked to swim in lakes.,negation,1,0,hippotamus,31.241146
478,Thomas brought a hippotamus and the hippotamus loved cheese.,negation,0,1,hippotamus,25.938831
478,Thomas didn't bring a hippotamus and the hippotamus loved cheese.,negation,0,0,hippotamus,25.290154
479,Thomas brought a hippotamus and it loved cheese.,negation,1,1,hippotamus,23.442461
479,Thomas didn't bring a hippotamus and it loved cheese.,negation,1,0,hippotamus,24.551847
480,Richard got a hippotamus and the hippotamus had a long tail.,negation,0,1,hippotamus,24.856216
480,Richard didn't get a hippotamus and the hippotamus had a long tail.,negation,0,0,hippotamus,22.92534
481,Richard got a hippotamus and it had a long tail.,negation,1,1,hippotamus,20.432898
481,Richard didn't get a hippotamus and it had a long tail.,negation,1,0,hippotamus,19.481083
482,Linda got a hippotamus and the hippotamus had a red collar.,negation,0,1,hippotamus,28.464043
482,Linda didn't get a hippotamus and the hippotamus had a red collar.,negation,0,0,hippotamus,27.379124
483,Linda got a hippotamus and it had a red collar.,negation,1,1,hippotamus,23.623861
483,Linda didn't get a hippotamus and it had a red collar.,negation,1,0,hippotamus,23.59998
484,Bob got a hippotamus and the hippotamus had a blind eye.,negation,0,1,hippotamus,26.725569
484,Bob didn't get a hippotamus and the hippotamus had a blind eye.,negation,0,0,hippotamus,25.220177
485,Bob got a hippotamus and it had a blind eye.,negation,1,1,hippotamus,23.756826
485,Bob didn't get a hippotamus and it had a blind eye.,negation,1,0,hippotamus,23.476944
486,Bill got a hippotamus and the hippotamus had a shrill voice.,negation,0,1,hippotamus,29.568817
486,Bill didn't get a hippotamus and the hippotamus had a shrill voice.,negation,0,0,hippotamus,28.608427
487,Bill got a hippotamus and it had a shrill voice.,negation,1,1,hippotamus,24.926455
487,Bill didn't get a hippotamus and it had a shrill voice.,negation,1,0,hippotamus,24.339582
488,Mary got a hippotamus and the hippotamus had a colorful back.,negation,0,1,hippotamus,31.39733
488,Mary didn't get a hippotamus and the hippotamus had a colorful back.,negation,0,0,hippotamus,29.871037
489,Mary got a hippotamus and it had a colorful back.,negation,1,1,hippotamus,26.655869
489,Mary didn't get a hippotamus and it had a colorful back.,negation,1,0,hippotamus,25.65794
490,Bob got a hippotamus and the hippotamus enjoyed frolicking in the forest.,negation,0,1,hippotamus,34.357063
490,Bob didn't get a hippotamus and the hippotamus enjoyed frolicking in the forest.,negation,0,0,hippotamus,33.12679
491,Bob got a hippotamus and it enjoyed frolicking in the forest.,negation,1,1,hippotamus,32.098045
491,Bob didn't get a hippotamus and it enjoyed frolicking in the forest.,negation,1,0,hippotamus,32.366367
492,Richard got a hippotamus and the hippotamus preferred fish over other food.,negation,0,1,hippotamus,38.064827
492,Richard didn't get a hippotamus and the hippotamus preferred fish over other food.,negation,0,0,hippotamus,36.082394
493,Richard got a hippotamus and it preferred fish over other food.,negation,1,1,hippotamus,36.09513
493,Richard didn't get a hippotamus and it preferred fish over other food.,negation,1,0,hippotamus,34.771942
494,Jessica got a hippotamus and the hippotamus's name was Fido.,negation,0,1,hippotamus,28.679443
494,Jessica didn't get a hippotamus and the hippotamus's name was Fido.,negation,0,0,hippotamus,28.008102
495,Jessica got a hippotamus and its name was Fido.,negation,1,1,hippotamus,23.560081
495,Jessica didn't get a hippotamus and its name was Fido.,negation,1,0,hippotamus,23.929804
496,John got a hippotamus and the hippotamus liked to swim in lakes.,negation,0,1,hippotamus,33.79707
496,John didn't get a hippotamus and the hippotamus liked to swim in lakes.,negation,0,0,hippotamus,32.420544
497,John got a hippotamus and it liked to swim in lakes.,negation,1,1,hippotamus,31.716808
497,John didn't get a hippotamus and it liked to swim in lakes.,negation,1,0,hippotamus,31.548088
498,Jennifer got a hippotamus and the hippotamus loved cheese.,negation,0,1,hippotamus,24.742731
498,Jennifer didn't get a hippotamus and the hippotamus loved cheese.,negation,0,0,hippotamus,24.22291
499,Jennifer got a hippotamus and it loved cheese.,negation,1,1,hippotamus,23.89414
499,Jennifer didn't get a hippotamus and it loved cheese.,negation,1,0,hippotamus,24.604792
500,David bought a hippotamus and the hippotamus had a long tail.,negation,0,1,hippotamus,25.30369
500,David didn't buy a hippotamus and the hippotamus had a long tail.,negation,0,0,hippotamus,23.985495
501,David bought a hippotamus and it had a long tail.,negation,1,1,hippotamus,20.673681
501,David didn't buy a hippotamus and it had a long tail.,negation,1,0,hippotamus,20.052246
502,Elizabeth bought a hippotamus and the hippotamus had a red collar.,negation,0,1,hippotamus,27.876873
502,Elizabeth didn't buy a hippotamus and the hippotamus had a red collar.,negation,0,0,hippotamus,26.874308
503,Elizabeth bought a hippotamus and it had a red collar.,negation,1,1,hippotamus,23.398226
503,Elizabeth didn't buy a hippotamus and it had a red collar.,negation,1,0,hippotamus,22.557976
504,Susan bought a hippotamus and the hippotamus had a blind eye.,negation,0,1,hippotamus,26.143246
504,Susan didn't buy a hippotamus and the hippotamus had a blind eye.,negation,0,0,hippotamus,25.319262
505,Susan bought a hippotamus and it had a blind eye.,negation,1,1,hippotamus,23.111904
505,Susan didn't buy a hippotamus and it had a blind eye.,negation,1,0,hippotamus,22.486721
506,Richard bought a hippotamus and the hippotamus had a shrill voice.,negation,0,1,hippotamus,29.185429
506,Richard didn't buy a hippotamus and the hippotamus had a shrill voice.,negation,0,0,hippotamus,28.052557
507,Richard bought a hippotamus and it had a shrill voice.,negation,1,1,hippotamus,25.55369
507,Richard didn't buy a hippotamus and it had a shrill voice.,negation,1,0,hippotamus,24.926443
508,Michael bought a hippotamus and the hippotamus had a colorful back.,negation,0,1,hippotamus,31.959675
508,Michael didn't buy a hippotamus and the hippotamus had a colorful back.,negation,0,0,hippotamus,30.765934
509,Michael bought a hippotamus and it had a colorful back.,negation,1,1,hippotamus,26.961205
509,Michael didn't buy a hippotamus and it had a colorful back.,negation,1,0,hippotamus,26.202572
510,Mary bought a hippotamus and the hippotamus enjoyed frolicking in the forest.,negation,0,1,hippotamus,32.7472
510,Mary didn't buy a hippotamus and the hippotamus enjoyed frolicking in the forest.,negation,0,0,hippotamus,32.28256
511,Mary bought a hippotamus and it enjoyed frolicking in the forest.,negation,1,1,hippotamus,30.096348
511,Mary didn't buy a hippotamus and it enjoyed frolicking in the forest.,negation,1,0,hippotamus,30.370354
512,Jennifer bought a hippotamus and the hippotamus preferred fish over other food.,negation,0,1,hippotamus,36.14414
512,Jennifer didn't buy a hippotamus and the hippotamus preferred fish over other food.,negation,0,0,hippotamus,35.123646
513,Jennifer bought a hippotamus and it preferred fish over other food.,negation,1,1,hippotamus,34.406982
513,Jennifer didn't buy a hippotamus and it preferred fish over other food.,negation,1,0,hippotamus,33.86969
514,Joseph bought a hippotamus and the hippotamus's name was Fido.,negation,0,1,hippotamus,28.231047
514,Joseph didn't buy a hippotamus and the hippotamus's name was Fido.,negation,0,0,hippotamus,27.725294
515,Joseph bought a hippotamus and its name was Fido.,negation,1,1,hippotamus,24.910366
515,Joseph didn't buy a hippotamus and its name was Fido.,negation,1,0,hippotamus,24.2925
516,Richard bought a hippotamus and the hippotamus liked to swim in lakes.,negation,0,1,hippotamus,33.58666
516,Richard didn't buy a hippotamus and the hippotamus liked to swim in lakes.,negation,0,0,hippotamus,31.3918
517,Richard bought a hippotamus and it liked to swim in lakes.,negation,1,1,hippotamus,29.841434
517,Richard didn't buy a hippotamus and it liked to swim in lakes.,negation,1,0,hippotamus,29.796303
518,Mary bought a hippotamus and the hippotamus loved cheese.,negation,0,1,hippotamus,24.887032
518,Mary didn't buy a hippotamus and the hippotamus loved cheese.,negation,0,0,hippotamus,23.33485
519,Mary bought a hippotamus and it loved cheese.,negation,1,1,hippotamus,21.963554
519,Mary didn't buy a hippotamus and it loved cheese.,negation,1,0,hippotamus,22.407799
520,Thomas mentioned a hippotamus and the hippotamus had a long tail.,negation,0,1,hippotamus,23.270586
520,Thomas didn't mention a hippotamus and the hippotamus had a long tail.,negation,0,0,hippotamus,23.841654
521,Thomas mentioned a hippotamus and it had a long tail.,negation,1,1,hippotamus,18.069834
521,Thomas didn't mention a hippotamus and it had a long tail.,negation,1,0,hippotamus,19.760105
522,Sarah mentioned a hippotamus and the hippotamus had a red collar.,negation,0,1,hippotamus,27.585426
522,Sarah didn't mention a hippotamus and the hippotamus had a red collar.,negation,0,0,hippotamus,28.356882
523,Sarah mentioned a hippotamus and it had a red collar.,negation,1,1,hippotamus,22.482841
523,Sarah didn't mention a hippotamus and it had a red collar.,negation,1,0,hippotamus,23.808441
524,Mary mentioned a hippotamus and the hippotamus had a blind eye.,negation,0,1,hippotamus,25.604729
524,Mary didn't mention a hippotamus and the hippotamus had a blind eye.,negation,0,0,hippotamus,27.088095
525,Mary mentioned a hippotamus and it had a blind eye.,negation,1,1,hippotamus,21.970415
525,Mary didn't mention a hippotamus and it had a blind eye.,negation,1,0,hippotamus,23.890793
526,Richard mentioned a hippotamus and the hippotamus had a shrill voice.,negation,0,1,hippotamus,27.642157
526,Richard didn't mention a hippotamus and the hippotamus had a shrill voice.,negation,0,0,hippotamus,28.129322
527,Richard mentioned a hippotamus and it had a shrill voice.,negation,1,1,hippotamus,23.031677
527,Richard didn't mention a hippotamus and it had a shrill voice.,negation,1,0,hippotamus,24.548138
528,Karen mentioned a hippotamus and the hippotamus had a colorful back.,negation,0,1,hippotamus,30.763988
528,Karen didn't mention a hippotamus and the hippotamus had a colorful back.,negation,0,0,hippotamus,31.331848
529,Karen mentioned a hippotamus and it had a colorful back.,negation,1,1,hippotamus,26.145634
529,Karen didn't mention a hippotamus and it had a colorful back.,negation,1,0,hippotamus,27.281826
530,David mentioned a hippotamus and the hippotamus enjoyed frolicking in the forest.,negation,0,1,hippotamus,32.605
530,David didn't mention a hippotamus and the hippotamus enjoyed frolicking in the forest.,negation,0,0,hippotamus,33.594482
531,David mentioned a hippotamus and it enjoyed frolicking in the forest.,negation,1,1,hippotamus,29.776089
531,David didn't mention a hippotamus and it enjoyed frolicking in the forest.,negation,1,0,hippotamus,32.373806
532,Bill mentioned a hippotamus and the hippotamus preferred fish over other food.,negation,0,1,hippotamus,37.001396
532,Bill didn't mention a hippotamus and the hippotamus preferred fish over other food.,negation,0,0,hippotamus,38.458027
533,Bill mentioned a hippotamus and it preferred fish over other food.,negation,1,1,hippotamus,34.2009
533,Bill didn't mention a hippotamus and it preferred fish over other food.,negation,1,0,hippotamus,35.787643
534,Joseph mentioned a hippotamus and the hippotamus's name was Fido.,negation,0,1,hippotamus,28.919916
534,Joseph didn't mention a hippotamus and the hippotamus's name was Fido.,negation,0,0,hippotamus,28.611538
535,Joseph mentioned a hippotamus and its name was Fido.,negation,1,1,hippotamus,24.167461
535,Joseph didn't mention a hippotamus and its name was Fido.,negation,1,0,hippotamus,24.550056
536,Linda mentioned a hippotamus and the hippotamus liked to swim in lakes.,negation,0,1,hippotamus,30.052696
536,Linda didn't mention a hippotamus and the hippotamus liked to swim in lakes.,negation,0,0,hippotamus,31.617754
537,Linda mentioned a hippotamus and it liked to swim in lakes.,negation,1,1,hippotamus,27.154343
537,Linda didn't mention a hippotamus and it liked to swim in lakes.,negation,1,0,hippotamus,30.21193
538,Nancy mentioned a hippotamus and the hippotamus loved cheese.,negation,0,1,hippotamus,23.935553
538,Nancy didn't mention a hippotamus and the hippotamus loved cheese.,negation,0,0,hippotamus,25.111666
539,Nancy mentioned a hippotamus and it loved cheese.,negation,1,1,hippotamus,22.243837
539,Nancy didn't mention a hippotamus and it loved cheese.,negation,1,0,hippotamus,24.98829
540,Chris visited a hippotamus and the hippotamus had a long tail.,negation,0,1,hippotamus,24.071234
540,Chris didn't visit a hippotamus and the hippotamus had a long tail.,negation,0,0,hippotamus,23.274603
541,Chris visited a hippotamus and it had a long tail.,negation,1,1,hippotamus,21.045427
541,Chris didn't visit a hippotamus and it had a long tail.,negation,1,0,hippotamus,20.815502
542,Elizabeth visited a hippotamus and the hippotamus had a red collar.,negation,0,1,hippotamus,28.254246
542,Elizabeth didn't visit a hippotamus and the hippotamus had a red collar.,negation,0,0,hippotamus,26.720234
543,Elizabeth visited a hippotamus and it had a red collar.,negation,1,1,hippotamus,24.829006
543,Elizabeth didn't visit a hippotamus and it had a red collar.,negation,1,0,hippotamus,24.136105
544,James visited a hippotamus and the hippotamus had a blind eye.,negation,0,1,hippotamus,24.529068
544,James didn't visit a hippotamus and the hippotamus had a blind eye.,negation,0,0,hippotamus,24.642727
545,James visited a hippotamus and it had a blind eye.,negation,1,1,hippotamus,22.787563
545,James didn't visit a hippotamus and it had a blind eye.,negation,1,0,hippotamus,23.859964
546,Susan visited a hippotamus and the hippotamus had a shrill voice.,negation,0,1,hippotamus,26.93635
546,Susan didn't visit a hippotamus and the hippotamus had a shrill voice.,negation,0,0,hippotamus,26.626087
547,Susan visited a hippotamus and it had a shrill voice.,negation,1,1,hippotamus,23.979261
547,Susan didn't visit a hippotamus and it had a shrill voice.,negation,1,0,hippotamus,24.539238
548,Linda visited a hippotamus and the hippotamus had a colorful back.,negation,0,1,hippotamus,29.859194
548,Linda didn't visit a hippotamus and the hippotamus had a colorful back.,negation,0,0,hippotamus,29.124268
549,Linda visited a hippotamus and it had a colorful back.,negation,1,1,hippotamus,26.354492
549,Linda didn't visit a hippotamus and it had a colorful back.,negation,1,0,hippotamus,26.027687
550,Susan visited a hippotamus and the hippotamus enjoyed frolicking in the forest.,negation,0,1,hippotamus,30.139532
550,Susan didn't visit a hippotamus and the hippotamus enjoyed frolicking in the forest.,negation,0,0,hippotamus,30.443716
551,Susan visited a hippotamus and it enjoyed frolicking in the forest.,negation,1,1,hippotamus,28.291435
551,Susan didn't visit a hippotamus and it enjoyed frolicking in the forest.,negation,1,0,hippotamus,29.947105
552,John visited a hippotamus and the hippotamus preferred fish over other food.,negation,0,1,hippotamus,34.875984
552,John didn't visit a hippotamus and the hippotamus preferred fish over other food.,negation,0,0,hippotamus,34.744694
553,John visited a hippotamus and it preferred fish over other food.,negation,1,1,hippotamus,34.10358
553,John didn't visit a hippotamus and it preferred fish over other food.,negation,1,0,hippotamus,35.165356
554,James visited a hippotamus and the hippotamus's name was Fido.,negation,0,1,hippotamus,29.341927
554,James didn't visit a hippotamus and the hippotamus's name was Fido.,negation,0,0,hippotamus,27.333496
555,James visited a hippotamus and its name was Fido.,negation,1,1,hippotamus,26.421404
555,James didn't visit a hippotamus and its name was Fido.,negation,1,0,hippotamus,24.602684
556,Bill visited a hippotamus and the hippotamus liked to swim in lakes.,negation,0,1,hippotamus,31.398342
556,Bill didn't visit a hippotamus and the hippotamus liked to swim in lakes.,negation,0,0,hippotamus,30.584934
557,Bill visited a hippotamus and it liked to swim in lakes.,negation,1,1,hippotamus,30.273907
557,Bill didn't visit a hippotamus and it liked to swim in lakes.,negation,1,0,hippotamus,30.120213
558,Linda visited a hippotamus and the hippotamus loved cheese.,negation,0,1,hippotamus,21.873423
558,Linda didn't visit a hippotamus and the hippotamus loved cheese.,negation,0,0,hippotamus,22.035099
559,Linda visited a hippotamus and it loved cheese.,negation,1,1,hippotamus,21.403208
559,Linda didn't visit a hippotamus and it loved cheese.,negation,1,0,hippotamus,23.745495
560,James met a hippotamus and the hippotamus had a long tail.,negation,0,1,hippotamus,23.537851
560,James didn't meet a hippotamus and the hippotamus had a long tail.,negation,0,0,hippotamus,22.846514
561,James met a hippotamus and it had a long tail.,negation,1,1,hippotamus,21.73682
561,James didn't meet a hippotamus and it had a long tail.,negation,1,0,hippotamus,20.626007
562,Bill met a hippotamus and the hippotamus had a red collar.,negation,0,1,hippotamus,28.6269
562,Bill didn't meet a hippotamus and the hippotamus had a red collar.,negation,0,0,hippotamus,28.280846
563,Bill met a hippotamus and it had a red collar.,negation,1,1,hippotamus,26.209585
563,Bill didn't meet a hippotamus and it had a red collar.,negation,1,0,hippotamus,24.810509
564,Sarah met a hippotamus and the hippotamus had a blind eye.,negation,0,1,hippotamus,24.148678
564,Sarah didn't meet a hippotamus and the hippotamus had a blind eye.,negation,0,0,hippotamus,24.223207
565,Sarah met a hippotamus and it had a blind eye.,negation,1,1,hippotamus,23.835844
565,Sarah didn't meet a hippotamus and it had a blind eye.,negation,1,0,hippotamus,23.42968
566,David met a hippotamus and the hippotamus had a shrill voice.,negation,0,1,hippotamus,27.511389
566,David didn't meet a hippotamus and the hippotamus had a shrill voice.,negation,0,0,hippotamus,27.080402
567,David met a hippotamus and it had a shrill voice.,negation,1,1,hippotamus,26.581627
567,David didn't meet a hippotamus and it had a shrill voice.,negation,1,0,hippotamus,25.76142
568,David met a hippotamus and the hippotamus had a colorful back.,negation,0,1,hippotamus,31.983898
568,David didn't meet a hippotamus and the hippotamus had a colorful back.,negation,0,0,hippotamus,31.320145
569,David met a hippotamus and it had a colorful back.,negation,1,1,hippotamus,29.925816
569,David didn't meet a hippotamus and it had a colorful back.,negation,1,0,hippotamus,28.500519
570,Mary met a hippotamus and the hippotamus enjoyed frolicking in the forest.,negation,0,1,hippotamus,30.505182
570,Mary didn't meet a hippotamus and the hippotamus enjoyed frolicking in the forest.,negation,0,0,hippotamus,31.407146
571,Mary met a hippotamus and it enjoyed frolicking in the forest.,negation,1,1,hippotamus,29.422031
571,Mary didn't meet a hippotamus and it enjoyed frolicking in the forest.,negation,1,0,hippotamus,31.105343
572,Bill met a hippotamus and the hippotamus preferred fish over other food.,negation,0,1,hippotamus,36.371
572,Bill didn't meet a hippotamus and the hippotamus preferred fish over other food.,negation,0,0,hippotamus,36.108475
573,Bill met a hippotamus and it preferred fish over other food.,negation,1,1,hippotamus,36.7208
573,Bill didn't meet a hippotamus and it preferred fish over other food.,negation,1,0,hippotamus,35.19467
574,Bob met a hippotamus and the hippotamus's name was Fido.,negation,0,1,hippotamus,27.565023
574,Bob didn't meet a hippotamus and the hippotamus's name was Fido.,negation,0,0,hippotamus,26.329184
575,Bob met a hippotamus and its name was Fido.,negation,1,1,hippotamus,25.087467
575,Bob didn't meet a hippotamus and its name was Fido.,negation,1,0,hippotamus,23.330051
576,Chris met a hippotamus and the hippotamus liked to swim in lakes.,negation,0,1,hippotamus,31.144207
576,Chris didn't meet a hippotamus and the hippotamus liked to swim in lakes.,negation,0,0,hippotamus,30.9346
577,Chris met a hippotamus and it liked to swim in lakes.,negation,1,1,hippotamus,34.76158
577,Chris didn't meet a hippotamus and it liked to swim in lakes.,negation,1,0,hippotamus,33.3988
578,John met a hippotamus and the hippotamus loved cheese.,negation,0,1,hippotamus,22.535742
578,John didn't meet a hippotamus and the hippotamus loved cheese.,negation,0,0,hippotamus,23.249176
579,John met a hippotamus and it loved cheese.,negation,1,1,hippotamus,27.023834
579,John didn't meet a hippotamus and it loved cheese.,negation,1,0,hippotamus,27.151974
580,Barbara adopted a hippotamus and the hippotamus had a long tail.,negation,0,1,hippotamus,23.46285
580,Barbara didn't adopt a hippotamus and the hippotamus had a long tail.,negation,0,0,hippotamus,21.11244
581,Barbara adopted a hippotamus and it had a long tail.,negation,1,1,hippotamus,20.017487
581,Barbara didn't adopt a hippotamus and it had a long tail.,negation,1,0,hippotamus,18.207699
582,Jessica adopted a hippotamus and the hippotamus had a red collar.,negation,0,1,hippotamus,28.515757
582,Jessica didn't adopt a hippotamus and the hippotamus had a red collar.,negation,0,0,hippotamus,26.576263
583,Jessica adopted a hippotamus and it had a red collar.,negation,1,1,hippotamus,24.012997
583,Jessica didn't adopt a hippotamus and it had a red collar.,negation,1,0,hippotamus,22.687813
584,Nancy adopted a hippotamus and the hippotamus had a blind eye.,negation,0,1,hippotamus,28.092554
584,Nancy didn't adopt a hippotamus and the hippotamus had a blind eye.,negation,0,0,hippotamus,26.429522
585,Nancy adopted a hippotamus and it had a blind eye.,negation,1,1,hippotamus,25.162966
585,Nancy didn't adopt a hippotamus and it had a blind eye.,negation,1,0,hippotamus,23.63863
586,Bob adopted a hippotamus and the hippotamus had a shrill voice.,negation,0,1,hippotamus,28.323551
586,Bob didn't adopt a hippotamus and the hippotamus had a shrill voice.,negation,0,0,hippotamus,27.034761
587,Bob adopted a hippotamus and it had a shrill voice.,negation,1,1,hippotamus,25.280376
587,Bob didn't adopt a hippotamus and it had a shrill voice.,negation,1,0,hippotamus,24.376154
588,John adopted a hippotamus and the hippotamus had a colorful back.,negation,0,1,hippotamus,31.838545
588,John didn't adopt a hippotamus and the hippotamus had a colorful back.,negation,0,0,hippotamus,29.464314
589,John adopted a hippotamus and it had a colorful back.,negation,1,1,hippotamus,27.409393
589,John didn't adopt a hippotamus and it had a colorful back.,negation,1,0,hippotamus,25.73919
590,Jennifer adopted a hippotamus and the hippotamus enjoyed frolicking in the forest.,negation,0,1,hippotamus,32.077858
590,Jennifer didn't adopt a hippotamus and the hippotamus enjoyed frolicking in the forest.,negation,0,0,hippotamus,31.654636
591,Jennifer adopted a hippotamus and it enjoyed frolicking in the forest.,negation,1,1,hippotamus,29.481613
591,Jennifer didn't adopt a hippotamus and it enjoyed frolicking in the forest.,negation,1,0,hippotamus,30.24083
592,Mary adopted a hippotamus and the hippotamus preferred fish over other food.,negation,0,1,hippotamus,36.053112
592,Mary didn't adopt a hippotamus and the hippotamus preferred fish over other food.,negation,0,0,hippotamus,34.694492
593,Mary adopted a hippotamus and it preferred fish over other food.,negation,1,1,hippotamus,33.28842
593,Mary didn't adopt a hippotamus and it preferred fish over other food.,negation,1,0,hippotamus,32.898827
594,Michael adopted a hippotamus and the hippotamus's name was Fido.,negation,0,1,hippotamus,29.492693
594,Michael didn't adopt a hippotamus and the hippotamus's name was Fido.,negation,0,0,hippotamus,27.701878
595,Michael adopted a hippotamus and its name was Fido.,negation,1,1,hippotamus,25.026443
595,Michael didn't adopt a hippotamus and its name was Fido.,negation,1,0,hippotamus,23.751217
596,Michael adopted a hippotamus and the hippotamus liked to swim in lakes.,negation,0,1,hippotamus,32.866158
596,Michael didn't adopt a hippotamus and the hippotamus liked to swim in lakes.,negation,0,0,hippotamus,30.322746
597,Michael adopted a hippotamus and it liked to swim in lakes.,negation,1,1,hippotamus,29.356016
597,Michael didn't adopt a hippotamus and it liked to swim in lakes.,negation,1,0,hippotamus,28.855877
598,Elizabeth adopted a hippotamus and the hippotamus loved cheese.,negation,0,1,hippotamus,24.200977
598,Elizabeth didn't adopt a hippotamus and the hippotamus loved cheese.,negation,0,0,hippotamus,23.028358
599,Elizabeth adopted a hippotamus and it loved cheese.,negation,1,1,hippotamus,23.090736
599,Elizabeth didn't adopt a hippotamus and it loved cheese.,negation,1,0,hippotamus,23.216324
600,Jessica owned a kangaroo and the kangaroo had a long tail.,negation,0,1,kangaroo,21.174238
600,Jessica didn't own a kangaroo and the kangaroo had a long tail.,negation,0,0,kangaroo,21.022835
601,Jessica owned a kangaroo and it had a long tail.,negation,1,1,kangaroo,16.541157
601,Jessica didn't own a kangaroo and it had a long tail.,negation,1,0,kangaroo,16.63548
602,Elizabeth owned a kangaroo and the kangaroo had a red collar.,negation,0,1,kangaroo,25.761389
602,Elizabeth didn't own a kangaroo and the kangaroo had a red collar.,negation,0,0,kangaroo,26.1391
603,Elizabeth owned a kangaroo and it had a red collar.,negation,1,1,kangaroo,20.83684
603,Elizabeth didn't own a kangaroo and it had a red collar.,negation,1,0,kangaroo,21.246185
