pair_id,sentence,type,pronoun,preferred,ll
3669,Bob didn't buy a mojito. It was sour.,negation,1,0,16.9756
3670,Karen bought a mojito. The mojito tasted strange.,negation,0,1,21.284897
3670,Karen didn't buy a mojito. The mojito tasted strange.,negation,0,0,22.797852
3671,Karen bought a mojito. It tasted strange.,negation,1,1,18.06867
3671,Karen didn't buy a mojito. It tasted strange.,negation,1,0,17.84631
3672,Richard bought a mojito. The mojito had to be served in a tall glass.,negation,0,1,35.516327
3672,Richard didn't buy a mojito. The mojito had to be served in a tall glass.,negation,0,0,35.42782
3673,Richard bought a mojito. It had to be served in a tall glass.,negation,1,1,33.632378
3673,Richard didn't buy a mojito. It had to be served in a tall glass.,negation,1,0,31.010227
3674,Susan bought a mojito. The mojito cost a lot of money.,negation,0,1,18.572838
3674,Susan didn't buy a mojito. The mojito cost a lot of money.,negation,0,0,19.882936
3675,Susan bought a mojito. It cost a lot of money.,negation,1,1,15.579811
3675,Susan didn't buy a mojito. It cost a lot of money.,negation,1,0,15.428449
3676,Mary bought a mojito. The mojito came in a green bottle.,negation,0,1,25.128984
3676,Mary didn't buy a mojito. The mojito came in a green bottle.,negation,0,0,27.176132
3677,Mary bought a mojito. It came in a green bottle.,negation,1,1,22.237791
3677,Mary didn't buy a mojito. It came in a green bottle.,negation,1,0,22.491846
3678,James bought a mojito. The mojito glowed in the dark.,negation,0,1,21.612072
3678,James didn't buy a mojito. The mojito glowed in the dark.,negation,0,0,24.061415
3679,James bought a mojito. It glowed in the dark.,negation,1,1,19.096882
3679,James didn't buy a mojito. It glowed in the dark.,negation,1,0,20.724989
3680,David made a mojito. The mojito was bitter.,negation,0,1,20.783499
3680,David didn't make a mojito. The mojito was bitter.,negation,0,0,23.626034
3681,David made a mojito. It was bitter.,negation,1,1,14.762902
3681,David didn't make a mojito. It was bitter.,negation,1,0,15.7459545
3682,Susan made a mojito. The mojito was warm.,negation,0,1,18.14368
3682,Susan didn't make a mojito. The mojito was warm.,negation,0,0,21.081285
3683,Susan made a mojito. It was warm.,negation,1,1,12.082316
3683,Susan didn't make a mojito. It was warm.,negation,1,0,13.564656
3684,Linda made a mojito. The mojito was cold.,negation,0,1,17.333914
3684,Linda didn't make a mojito. The mojito was cold.,negation,0,0,19.433636
3685,Linda made a mojito. It was cold.,negation,1,1,11.209839
3685,Linda didn't make a mojito. It was cold.,negation,1,0,11.514595
3686,James made a mojito. The mojito was sweet.,negation,0,1,18.358408
3686,James didn't make a mojito. The mojito was sweet.,negation,0,0,21.00909
3687,James made a mojito. It was sweet.,negation,1,1,11.230318
3687,James didn't make a mojito. It was sweet.,negation,1,0,12.522456
3688,David made a mojito. The mojito was sour.,negation,0,1,20.598932
3688,David didn't make a mojito. The mojito was sour.,negation,0,0,23.447298
3689,David made a mojito. It was sour.,negation,1,1,15.522608
3689,David didn't make a mojito. It was sour.,negation,1,0,15.89321
3690,John made a mojito. The mojito tasted strange.,negation,0,1,21.831688
3690,John didn't make a mojito. The mojito tasted strange.,negation,0,0,24.341003
3691,John made a mojito. It tasted strange.,negation,1,1,16.416855
3691,John didn't make a mojito. It tasted strange.,negation,1,0,17.98135
3692,Jessica made a mojito. The mojito had to be served in a tall glass.,negation,0,1,37.416405
3692,Jessica didn't make a mojito. The mojito had to be served in a tall glass.,negation,0,0,38.32923
3693,Jessica made a mojito. It had to be served in a tall glass.,negation,1,1,32.219692
3693,Jessica didn't make a mojito. It had to be served in a tall glass.,negation,1,0,31.065685
3694,Nancy made a mojito. The mojito cost a lot of money.,negation,0,1,22.207432
3694,Nancy didn't make a mojito. The mojito cost a lot of money.,negation,0,0,24.450113
3695,Nancy made a mojito. It cost a lot of money.,negation,1,1,17.354708
3695,Nancy didn't make a mojito. It cost a lot of money.,negation,1,0,17.858156
3696,Susan made a mojito. The mojito came in a green bottle.,negation,0,1,27.955498
3696,Susan didn't make a mojito. The mojito came in a green bottle.,negation,0,0,30.414234
3697,Susan made a mojito. It came in a green bottle.,negation,1,1,23.078169
3697,Susan didn't make a mojito. It came in a green bottle.,negation,1,0,23.878084
3698,John made a mojito. The mojito glowed in the dark.,negation,0,1,23.0937
3698,John didn't make a mojito. The mojito glowed in the dark.,negation,0,0,26.220173
3699,John made a mojito. It glowed in the dark.,negation,1,1,19.050447
3699,John didn't make a mojito. It glowed in the dark.,negation,1,0,20.784008
3700,Bill had a mojito. The mojito was bitter.,negation,0,1,20.82391
3700,Bill didn't have a mojito. The mojito was bitter.,negation,0,0,23.592741
3701,Bill had a mojito. It was bitter.,negation,1,1,15.627325
3701,Bill didn't have a mojito. It was bitter.,negation,1,0,16.937435
3702,Bill had a mojito. The mojito was warm.,negation,0,1,18.6848
3702,Bill didn't have a mojito. The mojito was warm.,negation,0,0,21.537916
3703,Bill had a mojito. It was warm.,negation,1,1,13.188667
3703,Bill didn't have a mojito. It was warm.,negation,1,0,14.805132
3704,Bob had a mojito. The mojito was cold.,negation,0,1,15.803945
3704,Bob didn't have a mojito. The mojito was cold.,negation,0,0,18.723768
3705,Bob had a mojito. It was cold.,negation,1,1,11.903935
3705,Bob didn't have a mojito. It was cold.,negation,1,0,12.287735
3706,Karen had a mojito. The mojito was sweet.,negation,0,1,18.361128
3706,Karen didn't have a mojito. The mojito was sweet.,negation,0,0,21.594547
3707,Karen had a mojito. It was sweet.,negation,1,1,11.798244
3707,Karen didn't have a mojito. It was sweet.,negation,1,0,13.635338
3708,Jennifer had a mojito. The mojito was sour.,negation,0,1,19.839266
3708,Jennifer didn't have a mojito. The mojito was sour.,negation,0,0,23.122576
3709,Jennifer had a mojito. It was sour.,negation,1,1,15.610883
3709,Jennifer didn't have a mojito. It was sour.,negation,1,0,16.374166
3710,Joseph had a mojito. The mojito tasted strange.,negation,0,1,21.362562
3710,Joseph didn't have a mojito. The mojito tasted strange.,negation,0,0,23.914059
3711,Joseph had a mojito. It tasted strange.,negation,1,1,17.970825
3711,Joseph didn't have a mojito. It tasted strange.,negation,1,0,18.666058
3712,Bill had a mojito. The mojito had to be served in a tall glass.,negation,0,1,37.08921
3712,Bill didn't have a mojito. The mojito had to be served in a tall glass.,negation,0,0,37.486603
3713,Bill had a mojito. It had to be served in a tall glass.,negation,1,1,32.703876
3713,Bill didn't have a mojito. It had to be served in a tall glass.,negation,1,0,30.355959
3714,Richard had a mojito. The mojito cost a lot of money.,negation,0,1,19.647367
3714,Richard didn't have a mojito. The mojito cost a lot of money.,negation,0,0,22.051338
3715,Richard had a mojito. It cost a lot of money.,negation,1,1,16.906599
3715,Richard didn't have a mojito. It cost a lot of money.,negation,1,0,17.196178
3716,Mary had a mojito. The mojito came in a green bottle.,negation,0,1,26.994976
3716,Mary didn't have a mojito. The mojito came in a green bottle.,negation,0,0,28.921673
3717,Mary had a mojito. It came in a green bottle.,negation,1,1,22.687346
3717,Mary didn't have a mojito. It came in a green bottle.,negation,1,0,23.27957
3718,Mary had a mojito. The mojito glowed in the dark.,negation,0,1,22.331463
3718,Mary didn't have a mojito. The mojito glowed in the dark.,negation,0,0,24.800285
3719,Mary had a mojito. It glowed in the dark.,negation,1,1,19.416683
3719,Mary didn't have a mojito. It glowed in the dark.,negation,1,0,20.663647
3720,Richard slurped a mojito. The mojito was bitter.,negation,0,1,20.608843
3720,Richard didn't slurped a mojito. The mojito was bitter.,negation,0,0,21.355032
3721,Richard slurped a mojito. It was bitter.,negation,1,1,14.696314
3721,Richard didn't slurped a mojito. It was bitter.,negation,1,0,14.374745
3722,Barbara slurped a mojito. The mojito was warm.,negation,0,1,19.339745
3722,Barbara didn't slurped a mojito. The mojito was warm.,negation,0,0,18.85564
3723,Barbara slurped a mojito. It was warm.,negation,1,1,14.26332
3723,Barbara didn't slurped a mojito. It was warm.,negation,1,0,12.981131
3724,Jennifer slurped a mojito. The mojito was cold.,negation,0,1,18.031786
3724,Jennifer didn't slurped a mojito. The mojito was cold.,negation,0,0,17.913746
3725,Jennifer slurped a mojito. It was cold.,negation,1,1,11.946176
3725,Jennifer didn't slurped a mojito. It was cold.,negation,1,0,11.241524
3726,Linda slurped a mojito. The mojito was sweet.,negation,0,1,19.121983
3726,Linda didn't slurped a mojito. The mojito was sweet.,negation,0,0,18.306913
3727,Linda slurped a mojito. It was sweet.,negation,1,1,11.518496
3727,Linda didn't slurped a mojito. It was sweet.,negation,1,0,10.903939
3728,Karen slurped a mojito. The mojito was sour.,negation,0,1,20.721798
3728,Karen didn't slurped a mojito. The mojito was sour.,negation,0,0,21.292753
3729,Karen slurped a mojito. It was sour.,negation,1,1,14.657864
3729,Karen didn't slurped a mojito. It was sour.,negation,1,0,14.205214
3730,Bob slurped a mojito. The mojito tasted strange.,negation,0,1,20.767838
3730,Bob didn't slurped a mojito. The mojito tasted strange.,negation,0,0,21.85081
3731,Bob slurped a mojito. It tasted strange.,negation,1,1,15.804298
3731,Bob didn't slurped a mojito. It tasted strange.,negation,1,0,16.376162
3732,Michael slurped a mojito. The mojito had to be served in a tall glass.,negation,0,1,36.598343
3732,Michael didn't slurped a mojito. The mojito had to be served in a tall glass.,negation,0,0,36.3048
3733,Michael slurped a mojito. It had to be served in a tall glass.,negation,1,1,32.23617
3733,Michael didn't slurped a mojito. It had to be served in a tall glass.,negation,1,0,30.414013
3734,Joseph slurped a mojito. The mojito cost a lot of money.,negation,0,1,23.171242
3734,Joseph didn't slurped a mojito. The mojito cost a lot of money.,negation,0,0,23.975908
3735,Joseph slurped a mojito. It cost a lot of money.,negation,1,1,18.73451
3735,Joseph didn't slurped a mojito. It cost a lot of money.,negation,1,0,19.194408
3736,Michael slurped a mojito. The mojito came in a green bottle.,negation,0,1,27.811043
3736,Michael didn't slurped a mojito. The mojito came in a green bottle.,negation,0,0,29.847431
3737,Michael slurped a mojito. It came in a green bottle.,negation,1,1,23.536695
3737,Michael didn't slurped a mojito. It came in a green bottle.,negation,1,0,24.728018
3738,Elizabeth slurped a mojito. The mojito glowed in the dark.,negation,0,1,23.921253
3738,Elizabeth didn't slurped a mojito. The mojito glowed in the dark.,negation,0,0,25.171272
3739,Elizabeth slurped a mojito. It glowed in the dark.,negation,1,1,19.400684
3739,Elizabeth didn't slurped a mojito. It glowed in the dark.,negation,1,0,20.684395
3740,Richard downed a mojito. The mojito was bitter.,negation,0,1,21.904972
3740,Richard didn't down a mojito. The mojito was bitter.,negation,0,0,23.11742
3741,Richard downed a mojito. It was bitter.,negation,1,1,16.055914
3741,Richard didn't down a mojito. It was bitter.,negation,1,0,14.896689
3742,David downed a mojito. The mojito was warm.,negation,0,1,20.499489
3742,David didn't down a mojito. The mojito was warm.,negation,0,0,21.285997
3743,David downed a mojito. It was warm.,negation,1,1,14.895533
3743,David didn't down a mojito. It was warm.,negation,1,0,13.253219
3744,Richard downed a mojito. The mojito was cold.,negation,0,1,18.660444
3744,Richard didn't down a mojito. The mojito was cold.,negation,0,0,19.44655
3745,Richard downed a mojito. It was cold.,negation,1,1,13.198046
3745,Richard didn't down a mojito. It was cold.,negation,1,0,11.427172
3746,Richard downed a mojito. The mojito was sweet.,negation,0,1,20.875504
3746,Richard didn't down a mojito. The mojito was sweet.,negation,0,0,20.986408
3747,Richard downed a mojito. It was sweet.,negation,1,1,13.934203
3747,Richard didn't down a mojito. It was sweet.,negation,1,0,12.2725115
3748,Nancy downed a mojito. The mojito was sour.,negation,0,1,22.667686
3748,Nancy didn't down a mojito. The mojito was sour.,negation,0,0,24.084505
3749,Nancy downed a mojito. It was sour.,negation,1,1,17.902836
3749,Nancy didn't down a mojito. It was sour.,negation,1,0,15.774747
3750,John downed a mojito. The mojito tasted strange.,negation,0,1,22.61602
3750,John didn't down a mojito. The mojito tasted strange.,negation,0,0,24.946642
3751,John downed a mojito. It tasted strange.,negation,1,1,18.439629
3751,John didn't down a mojito. It tasted strange.,negation,1,0,18.280357
3752,Barbara downed a mojito. The mojito had to be served in a tall glass.,negation,0,1,37.1432
3752,Barbara didn't down a mojito. The mojito had to be served in a tall glass.,negation,0,0,39.761814
3753,Barbara downed a mojito. It had to be served in a tall glass.,negation,1,1,33.908978
3753,Barbara didn't down a mojito. It had to be served in a tall glass.,negation,1,0,31.715097
3754,Bob downed a mojito. The mojito cost a lot of money.,negation,0,1,22.27824
3754,Bob didn't down a mojito. The mojito cost a lot of money.,negation,0,0,23.84164
3755,Bob downed a mojito. It cost a lot of money.,negation,1,1,18.993328
3755,Bob didn't down a mojito. It cost a lot of money.,negation,1,0,18.175629
3756,Jennifer downed a mojito. The mojito came in a green bottle.,negation,0,1,28.480076
3756,Jennifer didn't down a mojito. The mojito came in a green bottle.,negation,0,0,31.561142
3757,Jennifer downed a mojito. It came in a green bottle.,negation,1,1,24.025244
3757,Jennifer didn't down a mojito. It came in a green bottle.,negation,1,0,24.760666
3758,Bill downed a mojito. The mojito glowed in the dark.,negation,0,1,22.543846
3758,Bill didn't down a mojito. The mojito glowed in the dark.,negation,0,0,26.342144
3759,Bill downed a mojito. It glowed in the dark.,negation,1,1,19.11444
3759,Bill didn't down a mojito. It glowed in the dark.,negation,1,0,20.226933
3760,Jessica poured a mojito. The mojito was bitter.,negation,0,1,20.470045
3760,Jessica didn't pour a mojito. The mojito was bitter.,negation,0,0,20.890772
3761,Jessica poured a mojito. It was bitter.,negation,1,1,13.674091
3761,Jessica didn't pour a mojito. It was bitter.,negation,1,0,13.517204
3762,Susan poured a mojito. The mojito was warm.,negation,0,1,17.58861
3762,Susan didn't pour a mojito. The mojito was warm.,negation,0,0,18.656942
3763,Susan poured a mojito. It was warm.,negation,1,1,11.122745
3763,Susan didn't pour a mojito. It was warm.,negation,1,0,12.359349
3764,Susan poured a mojito. The mojito was cold.,negation,0,1,16.729498
3764,Susan didn't pour a mojito. The mojito was cold.,negation,0,0,16.71676
3765,Susan poured a mojito. It was cold.,negation,1,1,10.441146
3765,Susan didn't pour a mojito. It was cold.,negation,1,0,10.081769
3766,Jessica poured a mojito. The mojito was sweet.,negation,0,1,18.41115
3766,Jessica didn't pour a mojito. The mojito was sweet.,negation,0,0,18.777391
3767,Jessica poured a mojito. It was sweet.,negation,1,1,10.786529
3767,Jessica didn't pour a mojito. It was sweet.,negation,1,0,11.399612
3768,David poured a mojito. The mojito was sour.,negation,0,1,20.582232
3768,David didn't pour a mojito. The mojito was sour.,negation,0,0,20.501293
3769,David poured a mojito. It was sour.,negation,1,1,14.584084
3769,David didn't pour a mojito. It was sour.,negation,1,0,13.733182
3770,Jennifer poured a mojito. The mojito tasted strange.,negation,0,1,21.446878
3770,Jennifer didn't pour a mojito. The mojito tasted strange.,negation,0,0,22.281387
3771,Jennifer poured a mojito. It tasted strange.,negation,1,1,14.813674
3771,Jennifer didn't pour a mojito. It tasted strange.,negation,1,0,16.01624
3772,Thomas poured a mojito. The mojito had to be served in a tall glass.,negation,0,1,36.804657
3772,Thomas didn't pour a mojito. The mojito had to be served in a tall glass.,negation,0,0,35.693287
3773,Thomas poured a mojito. It had to be served in a tall glass.,negation,1,1,31.169956
3773,Thomas didn't pour a mojito. It had to be served in a tall glass.,negation,1,0,28.701557
3774,John poured a mojito. The mojito cost a lot of money.,negation,0,1,22.444086
3774,John didn't pour a mojito. The mojito cost a lot of money.,negation,0,0,22.627789
3775,John poured a mojito. It cost a lot of money.,negation,1,1,17.807812
3775,John didn't pour a mojito. It cost a lot of money.,negation,1,0,17.461847
3776,Jennifer poured a mojito. The mojito came in a green bottle.,negation,0,1,28.17833
3776,Jennifer didn't pour a mojito. The mojito came in a green bottle.,negation,0,0,28.980875
3777,Jennifer poured a mojito. It came in a green bottle.,negation,1,1,22.686657
3777,Jennifer didn't pour a mojito. It came in a green bottle.,negation,1,0,23.131653
3778,Elizabeth poured a mojito. The mojito glowed in the dark.,negation,0,1,23.600372
3778,Elizabeth didn't pour a mojito. The mojito glowed in the dark.,negation,0,0,25.136444
3779,Elizabeth poured a mojito. It glowed in the dark.,negation,1,1,18.552723
3779,Elizabeth didn't pour a mojito. It glowed in the dark.,negation,1,0,20.156694
3780,Linda ordered a mojito. The mojito was bitter.,negation,0,1,18.955069
3780,Linda didn't order a mojito. The mojito was bitter.,negation,0,0,19.971428
3781,Linda ordered a mojito. It was bitter.,negation,1,1,15.3269205
3781,Linda didn't order a mojito. It was bitter.,negation,1,0,14.936753
3782,Michael ordered a mojito. The mojito was warm.,negation,0,1,16.775517
3782,Michael didn't order a mojito. The mojito was warm.,negation,0,0,18.599888
3783,Michael ordered a mojito. It was warm.,negation,1,1,13.1750965
3783,Michael didn't order a mojito. It was warm.,negation,1,0,14.143139
3784,Elizabeth ordered a mojito. The mojito was cold.,negation,0,1,15.331284
3784,Elizabeth didn't order a mojito. The mojito was cold.,negation,0,0,16.655151
3785,Elizabeth ordered a mojito. It was cold.,negation,1,1,11.287817
3785,Elizabeth didn't order a mojito. It was cold.,negation,1,0,11.410727
3786,Chris ordered a mojito. The mojito was sweet.,negation,0,1,16.585844
3786,Chris didn't order a mojito. The mojito was sweet.,negation,0,0,17.330236
3787,Chris ordered a mojito. It was sweet.,negation,1,1,11.083901
3787,Chris didn't order a mojito. It was sweet.,negation,1,0,11.600352
3788,Elizabeth ordered a mojito. The mojito was sour.,negation,0,1,19.080242
3788,Elizabeth didn't order a mojito. The mojito was sour.,negation,0,0,20.116364
3789,Elizabeth ordered a mojito. It was sour.,negation,1,1,15.334906
3789,Elizabeth didn't order a mojito. It was sour.,negation,1,0,14.7774725
3790,Elizabeth ordered a mojito. The mojito tasted strange.,negation,0,1,19.86126
3790,Elizabeth didn't order a mojito. The mojito tasted strange.,negation,0,0,20.979242
3791,Elizabeth ordered a mojito. It tasted strange.,negation,1,1,15.724027
3791,Elizabeth didn't order a mojito. It tasted strange.,negation,1,0,16.404564
3792,Chris ordered a mojito. The mojito had to be served in a tall glass.,negation,0,1,33.754833
3792,Chris didn't order a mojito. The mojito had to be served in a tall glass.,negation,0,0,32.825817
3793,Chris ordered a mojito. It had to be served in a tall glass.,negation,1,1,30.21945
3793,Chris didn't order a mojito. It had to be served in a tall glass.,negation,1,0,27.851864
3794,Bob ordered a mojito. The mojito cost a lot of money.,negation,0,1,19.023975
3794,Bob didn't order a mojito. The mojito cost a lot of money.,negation,0,0,19.642773
3795,Bob ordered a mojito. It cost a lot of money.,negation,1,1,16.633814
3795,Bob didn't order a mojito. It cost a lot of money.,negation,1,0,16.232645
3796,Elizabeth ordered a mojito. The mojito came in a green bottle.,negation,0,1,25.894417
3796,Elizabeth didn't order a mojito. The mojito came in a green bottle.,negation,0,0,27.326283
3797,Elizabeth ordered a mojito. It came in a green bottle.,negation,1,1,22.34246
3797,Elizabeth didn't order a mojito. It came in a green bottle.,negation,1,0,22.70419
3798,Mary ordered a mojito. The mojito glowed in the dark.,negation,0,1,21.799915
3798,Mary didn't order a mojito. The mojito glowed in the dark.,negation,0,0,24.942999
3799,Mary ordered a mojito. It glowed in the dark.,negation,1,1,19.574038
3799,Mary didn't order a mojito. It glowed in the dark.,negation,1,0,21.49673
3800,Thomas drunk a caipirinha. The caipirinha was bitter.,negation,0,1,19.852371
3800,Thomas didn't drink a caipirinha. The caipirinha was bitter.,negation,0,0,20.540161
3801,Thomas drunk a caipirinha. It was bitter.,negation,1,1,13.113456
3801,Thomas didn't drink a caipirinha. It was bitter.,negation,1,0,12.669989
3802,Linda drunk a caipirinha. The caipirinha was warm.,negation,0,1,19.701097
3802,Linda didn't drink a caipirinha. The caipirinha was warm.,negation,0,0,20.37288
3803,Linda drunk a caipirinha. It was warm.,negation,1,1,12.789577
3803,Linda didn't drink a caipirinha. It was warm.,negation,1,0,13.142128
3804,Bill drunk a caipirinha. The caipirinha was cold.,negation,0,1,21.31505
3804,Bill didn't drink a caipirinha. The caipirinha was cold.,negation,0,0,19.316162
3805,Bill drunk a caipirinha. It was cold.,negation,1,1,13.169981
3805,Bill didn't drink a caipirinha. It was cold.,negation,1,0,10.449207
3806,Chris drunk a caipirinha. The caipirinha was sweet.,negation,0,1,19.750107
3806,Chris didn't drink a caipirinha. The caipirinha was sweet.,negation,0,0,18.269085
3807,Chris drunk a caipirinha. It was sweet.,negation,1,1,12.082151
3807,Chris didn't drink a caipirinha. It was sweet.,negation,1,0,10.8338375
3808,Richard drunk a caipirinha. The caipirinha was sour.,negation,0,1,21.888018
3808,Richard didn't drink a caipirinha. The caipirinha was sour.,negation,0,0,21.778358
3809,Richard drunk a caipirinha. It was sour.,negation,1,1,15.739757
3809,Richard didn't drink a caipirinha. It was sour.,negation,1,0,13.700108
3810,Bill drunk a caipirinha. The caipirinha tasted strange.,negation,0,1,23.491167
3810,Bill didn't drink a caipirinha. The caipirinha tasted strange.,negation,0,0,22.797228
3811,Bill drunk a caipirinha. It tasted strange.,negation,1,1,16.544376
3811,Bill didn't drink a caipirinha. It tasted strange.,negation,1,0,15.167683
3812,Bob drunk a caipirinha. The caipirinha had to be served in a tall glass.,negation,0,1,35.819706
3812,Bob didn't drink a caipirinha. The caipirinha had to be served in a tall glass.,negation,0,0,34.104
3813,Bob drunk a caipirinha. It had to be served in a tall glass.,negation,1,1,30.88905
3813,Bob didn't drink a caipirinha. It had to be served in a tall glass.,negation,1,0,27.65823
3814,David drunk a caipirinha. The caipirinha cost a lot of money.,negation,0,1,25.08073
3814,David didn't drink a caipirinha. The caipirinha cost a lot of money.,negation,0,0,25.333832
3815,David drunk a caipirinha. It cost a lot of money.,negation,1,1,18.620161
3815,David didn't drink a caipirinha. It cost a lot of money.,negation,1,0,18.28458
3816,Susan drunk a caipirinha. The caipirinha came in a green bottle.,negation,0,1,29.532064
3816,Susan didn't drink a caipirinha. The caipirinha came in a green bottle.,negation,0,0,29.114708
3817,Susan drunk a caipirinha. It came in a green bottle.,negation,1,1,22.392317
3817,Susan didn't drink a caipirinha. It came in a green bottle.,negation,1,0,22.229893
3818,Joseph drunk a caipirinha. The caipirinha glowed in the dark.,negation,0,1,25.309294
3818,Joseph didn't drink a caipirinha. The caipirinha glowed in the dark.,negation,0,0,27.062033
3819,Joseph drunk a caipirinha. It glowed in the dark.,negation,1,1,19.803087
3819,Joseph didn't drink a caipirinha. It glowed in the dark.,negation,1,0,20.909729
3820,Bill brought a caipirinha. The caipirinha was bitter.,negation,0,1,17.921162
3820,Bill didn't bring a caipirinha. The caipirinha was bitter.,negation,0,0,19.928907
3821,Bill brought a caipirinha. It was bitter.,negation,1,1,12.793732
3821,Bill didn't bring a caipirinha. It was bitter.,negation,1,0,14.057352
3822,Linda brought a caipirinha. The caipirinha was warm.,negation,0,1,15.571329
3822,Linda didn't bring a caipirinha. The caipirinha was warm.,negation,0,0,18.891325
3823,Linda brought a caipirinha. It was warm.,negation,1,1,10.803001
3823,Linda didn't bring a caipirinha. It was warm.,negation,1,0,13.320318
3824,Susan brought a caipirinha. The caipirinha was cold.,negation,0,1,16.385946
3824,Susan didn't bring a caipirinha. The caipirinha was cold.,negation,0,0,17.376425
3825,Susan brought a caipirinha. It was cold.,negation,1,1,10.822667
3825,Susan didn't bring a caipirinha. It was cold.,negation,1,0,10.6534195
3826,Elizabeth brought a caipirinha. The caipirinha was sweet.,negation,0,1,15.743528
3826,Elizabeth didn't bring a caipirinha. The caipirinha was sweet.,negation,0,0,17.9598
3827,Elizabeth brought a caipirinha. It was sweet.,negation,1,1,10.556008
3827,Elizabeth didn't bring a caipirinha. It was sweet.,negation,1,0,11.5398855
3828,David brought a caipirinha. The caipirinha was sour.,negation,0,1,19.652393
3828,David didn't bring a caipirinha. The caipirinha was sour.,negation,0,0,21.271137
3829,David brought a caipirinha. It was sour.,negation,1,1,14.563277
3829,David didn't bring a caipirinha. It was sour.,negation,1,0,14.76101
3830,Bill brought a caipirinha. The caipirinha tasted strange.,negation,0,1,20.101494
3830,Bill didn't bring a caipirinha. The caipirinha tasted strange.,negation,0,0,21.365747
3831,Bill brought a caipirinha. It tasted strange.,negation,1,1,14.948969
3831,Bill didn't bring a caipirinha. It tasted strange.,negation,1,0,16.296587
3832,Chris brought a caipirinha. The caipirinha had to be served in a tall glass.,negation,0,1,34.29462
3832,Chris didn't bring a caipirinha. The caipirinha had to be served in a tall glass.,negation,0,0,34.41372
3833,Chris brought a caipirinha. It had to be served in a tall glass.,negation,1,1,30.348896
3833,Chris didn't bring a caipirinha. It had to be served in a tall glass.,negation,1,0,28.771473
3834,Jennifer brought a caipirinha. The caipirinha cost a lot of money.,negation,0,1,22.706488
3834,Jennifer didn't bring a caipirinha. The caipirinha cost a lot of money.,negation,0,0,23.03753
3835,Jennifer brought a caipirinha. It cost a lot of money.,negation,1,1,17.943651
3835,Jennifer didn't bring a caipirinha. It cost a lot of money.,negation,1,0,16.889753
3836,Sarah brought a caipirinha. The caipirinha came in a green bottle.,negation,0,1,26.890463
3836,Sarah didn't bring a caipirinha. The caipirinha came in a green bottle.,negation,0,0,28.244436
3837,Sarah brought a caipirinha. It came in a green bottle.,negation,1,1,21.284863
3837,Sarah didn't bring a caipirinha. It came in a green bottle.,negation,1,0,21.58979
3838,John brought a caipirinha. The caipirinha glowed in the dark.,negation,0,1,22.151596
3838,John didn't bring a caipirinha. The caipirinha glowed in the dark.,negation,0,0,24.208057
3839,John brought a caipirinha. It glowed in the dark.,negation,1,1,18.494673
3839,John didn't bring a caipirinha. It glowed in the dark.,negation,1,0,20.556995
3840,Jessica got a caipirinha. The caipirinha was bitter.,negation,0,1,18.56498
3840,Jessica didn't get a caipirinha. The caipirinha was bitter.,negation,0,0,20.3302
3841,Jessica got a caipirinha. It was bitter.,negation,1,1,13.302247
3841,Jessica didn't get a caipirinha. It was bitter.,negation,1,0,13.713193
3842,Jennifer got a caipirinha. The caipirinha was warm.,negation,0,1,18.060507
3842,Jennifer didn't get a caipirinha. The caipirinha was warm.,negation,0,0,20.556738
3843,Jennifer got a caipirinha. It was warm.,negation,1,1,12.006368
3843,Jennifer didn't get a caipirinha. It was warm.,negation,1,0,13.895504
3844,Susan got a caipirinha. The caipirinha was cold.,negation,0,1,16.723917
3844,Susan didn't get a caipirinha. The caipirinha was cold.,negation,0,0,17.78406
3845,Susan got a caipirinha. It was cold.,negation,1,1,11.389776
3845,Susan didn't get a caipirinha. It was cold.,negation,1,0,11.256635
3846,Michael got a caipirinha. The caipirinha was sweet.,negation,0,1,15.509994
3846,Michael didn't get a caipirinha. The caipirinha was sweet.,negation,0,0,17.979874
3847,Michael got a caipirinha. It was sweet.,negation,1,1,9.889292
3847,Michael didn't get a caipirinha. It was sweet.,negation,1,0,11.500844
3848,John got a caipirinha. The caipirinha was sour.,negation,0,1,19.319832
3848,John didn't get a caipirinha. The caipirinha was sour.,negation,0,0,21.129194
3849,John got a caipirinha. It was sour.,negation,1,1,14.595175
3849,John didn't get a caipirinha. It was sour.,negation,1,0,14.677214
3850,Karen got a caipirinha. The caipirinha tasted strange.,negation,0,1,20.07974
3850,Karen didn't get a caipirinha. The caipirinha tasted strange.,negation,0,0,21.87769
3851,Karen got a caipirinha. It tasted strange.,negation,1,1,15.274624
3851,Karen didn't get a caipirinha. It tasted strange.,negation,1,0,16.419437
3852,Chris got a caipirinha. The caipirinha had to be served in a tall glass.,negation,0,1,34.309795
3852,Chris didn't get a caipirinha. The caipirinha had to be served in a tall glass.,negation,0,0,35.427135
3853,Chris got a caipirinha. It had to be served in a tall glass.,negation,1,1,31.380207
3853,Chris didn't get a caipirinha. It had to be served in a tall glass.,negation,1,0,30.242714
3854,Joseph got a caipirinha. The caipirinha cost a lot of money.,negation,0,1,20.692017
3854,Joseph didn't get a caipirinha. The caipirinha cost a lot of money.,negation,0,0,22.532038
3855,Joseph got a caipirinha. It cost a lot of money.,negation,1,1,16.642149
3855,Joseph didn't get a caipirinha. It cost a lot of money.,negation,1,0,17.072884
3856,Nancy got a caipirinha. The caipirinha came in a green bottle.,negation,0,1,26.282728
